Year,Game,Review
2013,GTA 5,"Anyone that is giving this game a poor score is a complete deluded hipster, this game is an absolute masterpiece and i've only been playing it for one day!! It looks amazing, it's so funny, some of the videos had me in stitches especially lamar. The cars drive properly and everywhere you go there is something going on it feels like a real world. Hats off to rockstar for not sellingAnyone that is giving this game a poor score is a complete deluded hipster, this game is an absolute masterpiece and i've only been playing it for one day!! It looks amazing, it's so funny, some of the videos had me in stitches especially lamar. The cars drive properly and everywhere you go there is something going on it feels like a real world. Hats off to rockstar for not selling themselves out with false promises becuase this delivers on every aspect.\"
2013,GTA 5,"If you're worried that this might be another over-hyped release of a sub-par product, coasting on the success of its big-name predecessors  as is all too common these days  you can rest easy: if you like any of the previous GTAs, you will love this. It has everything it should and more, taking the best elements of the core mechanics and plot from GTA 4 and re-adding (and improving further)If you're worried that this might be another over-hyped release of a sub-par product, coasting on the success of its big-name predecessors  as is all too common these days  you can rest easy: if you like any of the previous GTAs, you will love this. It has everything it should and more, taking the best elements of the core mechanics and plot from GTA 4 and re-adding (and improving further) the vast array of peripheral activities and huge non-linear world to get lost in.And if you're new to the series, this is a great game in its own right. At it's core, it's just really fun to play, whether you're driving around the countryside aimlessly or getting sucked into one of the many, varied plot strands.All of the mechanics and graphics have been polished to death. I actually can't imagine a game looking better on the Xbox, and the physics feel like a hyper-fun version of reality, which is exactly as it should be. It's super-accessible with just the right dash of realism to keep it grounded.There are too many features and improvements to describe in full here, but in a nutshell:- Really fun core mechanics.- Gorgeous, huge, painstakingly crafted world to explore- Absorbing plots and varied missions- Ridiculous number of sub-games, tasks and activities, woven seamlessly into the core game- Genuinely funny, satirical undertone to everythingAt time of posting this has a user score of 8.0, which is criminally low for a game which is about as good as I can imagine there being on the Xbox. Wanting a PC release because you know this is a good game is not a reason to give this 0/10 in the Xbox section, dummy.\"
2013,GTA 5,I have to say this game is amazing so far. Im about 8 missions into the game and the dialogue has had me laughing at every conversation. The map is outstanding as well. With so much to explore im definitely not going to be doing homework for a while. I would like to address the complaints about the fps rate and the texturesPeople we are playing on 7 year old hardware. Amazingly enoughI have to say this game is amazing so far. Im about 8 missions into the game and the dialogue has had me laughing at every conversation. The map is outstanding as well. With so much to explore im definitely not going to be doing homework for a while. I would like to address the complaints about the fps rate and the texturesPeople we are playing on 7 year old hardware. Amazingly enough the game isnt freezing on me with the outstanding graphics.Another thing is people complaining about it not being corely for the pc. Theres obviously a reason and its MONEY! Its basically a no brainer to core it for xbox and playstation. I dont blame them. I have a monster pc and i would personally rather play this on the xbox then pc. (my opinion)Overall this game is outstanding and i cant wait for the sleepless nights and skipped classes.10/10\
2013,GTA 5,"This is by far the best of all the GTAs. driving is smoother more responsive, shooting is somewhat improved the reticle could've been thought out a little more. I think the map should of been transparent and blown up in the top middle of the screen when driving, so you can focus on your driving. Awesome game."
2013,GTA 5,"First review and first time being on the site. It is really amazing how many immature babies are on here ""reviewing"" the game. No wonder PC players get a bad wrap when you have a small amount of ppl who act like complete kindergartners. I always hear how they are happy to be playing on PC because they don't have to deal with lil kids playing COD and screaming on the mics but wow you guysFirst review and first time being on the site. It is really amazing how many immature babies are on here ""reviewing"" the game. No wonder PC players get a bad wrap when you have a small amount of ppl who act like complete kindergartners. I always hear how they are happy to be playing on PC because they don't have to deal with lil kids playing COD and screaming on the mics but wow you guys seem to act like the same lil kids. Giving the game a 0 because its not on PC yet lmao, how sad.Game deserves all the praise it gets. Easily the best GTA game Rockstar has made, they have improved in every way from GTA 4. The gunplay, the melee combat, the driving, THE WORLD. From jump you automatically see how much more beautiful and different Los Santos is from Liberty City. Still have so much more to play,.I'm giving it a 10/10 and we still have GTA Online in a few weeks. Could easily go up to 11.\"
2013,GTA 5,"I would like to make a few things clear about this game, If you see anyone on here that says ""THE GRAPHICS ARE TERRIBLE"" or ""THE LOAD TIMES OMG"" are just lying or have a ps3.  Im not bashing the ps3 but there has been a confirmed texture glitch on ps3.Ive only had to load a few times the whole time ive played the game once when I installed the game and once when you load your saves,I would like to make a few things clear about this game, If you see anyone on here that says ""THE GRAPHICS ARE TERRIBLE"" or ""THE LOAD TIMES OMG"" are just lying or have a ps3.  Im not bashing the ps3 but there has been a confirmed texture glitch on ps3.Ive only had to load a few times the whole time ive played the game once when I installed the game and once when you load your saves, there is NO LOAD TIMES BETWEEN, BEFORE OR AFTER CUTSCENES and who ever says that is lying about it. There are load times between character switching but the switching was faster than loading a mutiplayer map on an FPS.The city is bigger than liberty city it feels even bigger than the Orignal Los santos we say in gta san. If someone is telling you that the city is ""small"" and ""not as big as the other cities"" is lying to you. I know this because the first time I saw the map I thought the city looked small myself when I got there I clearly saw I was wrong.  Ive been playing for 10 hours now and I still havent seen all the city or even touched the wilderness areas.There isnt much to say about the graphics, there are a lot more effects and sun flares, the game looks better, the cars look better, everything just looks better.There are some bad things though...I did have a major frame rate drop while I was playing, It happened once but It was HORRIABLE, I dropped down to what felt like less than 10 frames for no reason what so ever. also if you look at the shadows too closely you can clearly see choppy and distorted shadows.Gameplay; The game play in this game feels....ok I guess, it isnt max payne which a lot of us were hoping for but it does get the job done, driving feels great.....shooting on the other hand just doesnt feel like it has the beefy impacts as gtaiv or max payne or even red dead have, but this doesnt effect scores since that is just a cosmetic effect.  Another problem I have about the game play is the specials each character gets; Micheal can slow down time while shooting max payne style, frank can slow down time while driving which also allows him to handle better and trevor can deal more damage while taking less., but the thing is Micheals just doesnt work or feel good it slows down time but it also slows you so much it doesnt even matter. Trevors is just hard to notice. But frank on the other hand feels good yet overpowered because of one thing, Frank can slow down time while in a car which means if hes doing drive bys he gets THE SAME EFFECT AS MICHEAL JUST IN A CAR! so basically frank gets two benefits while the others only get one.This game is not for everyone, If you dont like open worlds which have dense cities and open country sides you will not like this game, this game is a lot of driving and a lot of story which your average fps fan would not care for.   Me personally I love the game, I love its openness I love the look and its just nice to see a new gta game, It also *SLIGHT SPOILER*  has some pretty wacky moments that compare with saints row. but the thing is you have to know where to go to see these and you have to be willing to explore and find stuff your self and not be afraid of what might happen.A break down and final word: Graphics are nothing to worry about, Top notch graphics and only one major frame drop so far, which is great compared to other games this gen.Gameplay is fun but no real learning curve.Im giving it a 10/10 just because the things I mentioned are not game breaking what so ever,...Oh and one last thing, people complaining about draw distance and the roads need to remember  that the city is based off of LA, A city which does have 6 lane super highways and smog so dense you cant see the horizen. and heres a little tip....   The game DOESNT have poor draw distance, its literally the smog just like in real LA. this smog doesnt show up at night or in the country side, so anyone who is saying the game has  draw distance clearly has never been to LA or seen real pictures besides the ones we see on TV of a clear clean LA.  LA IS SMOGGY and the game shows it like that.\"
2013,GTA 5,"Not sure why this has a low userscore, must be SR or old GTA trolls but this game is THE best open world game out there.Its like SA on massive roids, so much more than a hd remake.10/10One small note is that gta online isnt out yet so its a shame we have to wait 2 weeks for that but its going to be awesome i am sure.PS3 version is flawless not one bug and runs 30fps+ 720pNot sure why this has a low userscore, must be SR or old GTA trolls but this game is THE best open world game out there.Its like SA on massive roids, so much more than a hd remake.10/10One small note is that gta online isnt out yet so its a shame we have to wait 2 weeks for that but its going to be awesome i am sure.PS3 version is flawless not one bug and runs 30fps+ 720p native which is VERY good for a gta game on any platform\"
2013,GTA 5,"I had to make an account just for this game and its underrated user score. This game is a perfect 10, one of the best games I've played in my life and infinitely better than Gta IV that i never could smother up the interest too finish. Game world is full of small details that bring the world to life, the characters are lively, believable and very well built. Trevor is one of the mostI had to make an account just for this game and its underrated user score. This game is a perfect 10, one of the best games I've played in my life and infinitely better than Gta IV that i never could smother up the interest too finish. Game world is full of small details that bring the world to life, the characters are lively, believable and very well built. Trevor is one of the most memorable characters in the history of gaming, Humor does not fall flat. Game play elements are excellent and no mission has bored me. But the DETAILS. That's what is key. I watched a whole episode of Fame or Shame in-game. Thats how deep GTA V sucked me in\"
2013,GTA 5,".........................................WHY ARE YOU GUYS/LADIES reading my review? You should be BUYING THIS GAME and playing it RIGHT NOW! My review is very simple.. the graphics are...REALISTIC AND PHENOMENAL! The story is EPIC, the gameplay is legendary, the missions are fun, and there is just so much innovation in this game. The Microtransactions are not the GREATEST idea in the world.........................................WHY ARE YOU GUYS/LADIES reading my review? You should be BUYING THIS GAME and playing it RIGHT NOW! My review is very simple.. the graphics are...REALISTIC AND PHENOMENAL! The story is EPIC, the gameplay is legendary, the missions are fun, and there is just so much innovation in this game. The Microtransactions are not the GREATEST idea in the world but at least it is not FORCED upon gamers unlike some games (EA). This game is going to force GAME COMPANIES to work a lot harder on their titles because NOW they have some serious competition! So take ALL of your previous GTA games and just sell them, throw them away or store them away becasue GTA V is all you need everyone! SO WHAT ARE YOU STILL DOING HERE??? BUY THIS GAME NOW!!!! 10/10!! And WHO HAS THE BALLS.... TO RATE THIS MASTERPIECE LOWER THAN A 10?? Oh and Saints Row IV... BEWARE!!\"
2013,GTA 5,"Amazing game! Anyone that says otherwise is clearly lying... Great game, lots to do, you'll never run out of stuff to do.Definitely getting it again for PS4, can't wait till GTA Online"
2013,GTA 5,Rockstar has done it again. I will definitely be buying all the DLC and playing this amazing game for months to come. I'm not sure why there are so many low reviews but I guess haters gotta hate
2013,GTA 5,"Is the GTA most comprehensive of all and the best yet, a video game made \\to dismiss this generation of consoles, the best game of this generation, a masterpiece."
2013,GTA 5,"Rockstar never fails to amaze it's fans.  The game is massive with a beautiful world to discover, pushing current gen consoles to their limit.  The story is action packed and not to mention you get to play as 3 characters.  Great game!"
2013,GTA 5,"The best game ever created, the city is perfect, it's as if the game continued even with the console off, I venture to say that this is the best game ever made, congratulations ROCKSTAR GAMESGOTY 2013"
2013,GTA 5,"Wow best game everRockstar Game's best release ever  It has a great narrative, tight gameplay and a fantastic soundtrack. It's everything you could want from a Rockstar game and more! Game of the year and quite possibly the game of this generation"
2013,GTA 5,"""pc""   holes. I've got to say I've been enjoying every single piece of GTA 5 so far. Radios take me back, once I found Groove Street I could guide myself through the entire city and the new mechanics are amazingly improved comparing to GTA IV which in my opinion was really overrated."
2013,GTA 5,"Absolutely amazing game in every way. The fact that the game runs so smoothly on decade-old consoles is insane. Amazing graphics, great gameplay, improved driving, tons more to do compared to GTA IV.Everything is simply better."
2013,GTA 5,"what? 8,1 user score? All this trolls and haters can't do nothing with this masterpiece. Best Grand Theft Auto ever, even better than San Andreas, so what are you waiting for?"
2013,GTA 5,this game is not only perfect its a revolotion in open world game because los santos is massive and on its Every pixel have a surprise for you  thank you rockstar
2013,GTA 5,"The definitive GTA release thus far. If you liked the prior GTA titles in the past, you need this game in your PS3 or 360. The flight model and driving physics are rock solid. The story based missions are the best seen in an open world game. R* have really raised the bar. Buy it."
2013,GTA 5,"The best GTA game so far. From going underwater to starting a business to endless pedestrian killing, this game never loses fun and is a legend in sandbox gaming."
2013,GTA 5,Incredible game in a lot of ways. I have never seen a so deep game  Wonderful job from one of the very best game producer of History.... Thanks Rockstar
2013,GTA 5,"The transmission between the characters is well made, the city and the surroundings look absolutely stunning, the story line is compelling. Gta V simply is one amazing game!"
2013,GTA 5,"I play every game that comes out for xbox 360 including the (IN MY OPINION) terrible terrible GTA iv. this game is hilarious and has much better controlls then gta iv it runs like 100x smoother aswell no blurring haha. before this game came out i really didnt think it was going to beable to live up to all the hype, well, it did."
2013,GTA 5,"Unbelievable! the map is enormous, there are tons of new, fun things to do, and so far I am very impressed by the storyline. Rockstar hit another one out of the park with this game.P.S. the radio is awesome. there are something like 1000 tracks and as always the talk shows are hilarious."
2013,GTA 5,"Well, the time has finally come. After 5 years of waiting, we finally have the game we've all been waiting for.Grand Theft Auto has only been released today but it's got the whole world paying attention.After the minimal GTA IV, everyone has been eager for the next instalment to match up with GTA: San Andreas. The freedom that was available in San Andreas stayed in everyone's heartsWell, the time has finally come. After 5 years of waiting, we finally have the game we've all been waiting for.Grand Theft Auto has only been released today but it's got the whole world paying attention.After the minimal GTA IV, everyone has been eager for the next instalment to match up with GTA: San Andreas. The freedom that was available in San Andreas stayed in everyone's hearts and minds for all these years, and now it's back with style!The world is massive. When I say massive, I mean massive!There were a lot of complaints from people when the map was leaked, saying that Los Santos is tiny and they were hoping for more. When you actually enter the world though, you finally see the epic scale of what Rockstar have created.Once you're on the road and doing your thing, the size doesn't even cross your mind because you're so involved with the game. Busting down roads in a sports car you've just stolen going at top speed still doesn't cover the map in any short time. That's not to mention Blaine County! The area is so huge and has so much to do there, you find yourself staying in the dirt county and enjoying the views and all the activities there is to do. It's great because Los Santos and Blaine County feel like totally different worlds, but you get to enjoy them in one solid game.I really enjoyed GTA: IV, because it felt fresh on the now current gen platforms. I always saw mixed reviews about the driving, but honestly, I loved it. It did take some time to adjust to the smooth, but loose handling of the cars, but after that it was just a barrel of fun.To be honest though, I am glad that they have changed the mechanics of the handling on GTA V.With the area been so big and varied, the sharper handling certainly does help out in some sticky situations. It's almost like they blended GTA: San Andreas & GTA: IV's handling and created something special. Sometimes it can feel like the handling is harsh, but once you get the hang of it, it certainly is something beautiful. Especially when you are on a mission and you have the police on your tail. This is where you get high end chases and everything flows perfect.So far I am really enjoying the story. It really feels like I'm in a interactive movie.The scripting is done hilariously well. You want to know what the stories about and how they are going to come out on top. It really is great to see a well scripted story, but also a game that is so open and inviting, you feel drawn in and want to stay there. One minute you could be pulling off a major heist and the next you're riding your bike along the beach front watching the sun set.The gun play has greatly improved. If you are familiar with GTA: IV's controls for shooting then you'll be right at home here. It's a great mix of GTA and Max Payne 3, especially when you control Michael, as his special ability is slow motion. Yup, you read that right, each of the 3 characters has their own special ability. Michael has his slow motion for gun fights, Franklin has his slow motion focus with vehicles, which is great for getaways! And Trevor, who has a wicked rage ability. He inflicts extra damage on people, literally blowing their heads off! His damage is also reduced which really does help when you're in a rampage mood.There really is a enormous amount of content in this game. Something which is going to be absolutely amazing when GTA: Online is released on the 1st October.If you're looking for a new open world game to play, that offers the most amount of content you've ever seen (And that's not including GTA: Online), and you're looking for a fun story that draws you in to what's going on in the world, then Grand Theft Auto V is the game for you.The unpredictable world really has so much to offer. You could be planning to do one thing and then something pops up along the way and while you're doing that, something else starts to happen. It all feels organic. You don't feel like you're forcing yourself to do anything. You just kick back and let the game entertain you.I definitely urge any long time fan of the GTA series, or anyone who loves their open world/action games, hell, even sports games, to give this a go.The amount of content and things to do is enough to keep everyone interested for a long time.This game will be getting a 10/10 from me! The fact it made me want to write my very first review, shows me this game is special. I'm anxiously waiting to finish work so I can go and enjoy the world of Grand Theft Auto V, again!I hope everyone enjoyed my short review, or at the very least found the information helpful!Until next time!MarcUBGaming\"
2013,GTA 5,"This game is one of the best games Ive ever played.. Have only played a few hours  and barely touched the storyline. But Ive had a blast.  The environment is stunning and gameplay is smooth  fun times.  If you rate this game less than an 8 you have no place rating games.  10 from me, cant wait to see what online brings to the table."
2013,GTA 5,I have just played a few hours of it but already I know it is a classic. The world is amazing. People should also stop putting 0 scores up. That is just sad.
2013,GTA 5,"I only played for about a half hour and i can already say that this game is a masterpiece!!There is so much to do, its never ever get boring its just amazing how big and beautiful the world is, how the characters feel unique and alive, how the gameplay is, the soundtrack and oh my god those graphics, my xbox 360 is pushed to the limits!For PC gamers just buy a 360 or PS3 and dont gonnaI only played for about a half hour and i can already say that this game is a masterpiece!!There is so much to do, its never ever get boring its just amazing how big and beautiful the world is, how the characters feel unique and alive, how the gameplay is, the soundtrack and oh my god those graphics, my xbox 360 is pushed to the limits!For PC gamers just buy a 360 or PS3 and dont gonna hate, the graphics are not bad at all for a console game!\"
2013,GTA 5,Grand Theft Auto 5 exceeds the boundaries of the outdated current gen consoles that allows for one of the most alive open worlds ever created in the history of gaming.
2013,GTA 5,"I'm writing this review because I feel I have to. Everyone needs to know how fantastic and incredible this game is. The world is big and beautiful, graphics are gorgeous, characters are very likeable (especially Trevor) and the attention to detail is astounding. This is a must play and rockstar's greatest game of all time. It definitely lives up to the hype. There is just so much to sayI'm writing this review because I feel I have to. Everyone needs to know how fantastic and incredible this game is. The world is big and beautiful, graphics are gorgeous, characters are very likeable (especially Trevor) and the attention to detail is astounding. This is a must play and rockstar's greatest game of all time. It definitely lives up to the hype. There is just so much to say about this game but it will take forever to explain how groundbreaking it really is. If you liked 4 you will absolutely love this one. There is so much to see and do in this living world rockstar has created. Only flaws I've seen are a bit of pop in and very few glitches. It is extremely polished and was well worth the wait. It's games like these that set the bar infinitely high for open world games and proves that rockstar is the king of open world games. It's gonna be hard to beat this game out...even next gen games don't stand a chance against the masterpiece that is gta 5.\"
2013,GTA 5,"This is the game of the decade, and I mean it! There is nothing that is not perfect in this game! Maybe the storyline if you're not familiar with the goofy nature of the series, but I'm making this review for Open-world fans. This game is perfect. Perfect. I have been trying so hard to find something to criticise but I just can't. GTA V is the game you have been waiting for, everyone! GoThis is the game of the decade, and I mean it! There is nothing that is not perfect in this game! Maybe the storyline if you're not familiar with the goofy nature of the series, but I'm making this review for Open-world fans. This game is perfect. Perfect. I have been trying so hard to find something to criticise but I just can't. GTA V is the game you have been waiting for, everyone! Go and buy it if you haven't already.P.S: It's pathetic to rate a game 0 just because it's available on your gameing platform.\"
2013,GTA 5,"This game is the culmination of a lot of previous Rockstar games. In this game I can see aspects from GTA  III and IV, as well as Red Dead Redemption and Max Payne 3. To describe the game in one word: Extraordinary  definitely the game of this generation.The sheer amount of detail in the vast world that you can explore freely is quite simply astounding, with so much to do that youThis game is the culmination of a lot of previous Rockstar games. In this game I can see aspects from GTA  III and IV, as well as Red Dead Redemption and Max Payne 3. To describe the game in one word: Extraordinary  definitely the game of this generation.The sheer amount of detail in the vast world that you can explore freely is quite simply astounding, with so much to do that you cannot get bored. I'm not sure how they have managed to squeeze this much out of 7-8 year old hardware, I didn't think it was possible. I'm not sure how this game got the same score as IV, because in my opinion this is a superior game. The three protagonist switching feature is awesome, car handling is better, the graphical fidelity is better, the cover mode in combat is better, the missions are more varied, the characters and storyline is better and finally, there is more to do after the missions have been completed.The only minor complaint I have is the heists. I feel they could have gone further with them. When I had finished them, I was left wanting more  although you can replay them over (and over and over and over and over) again at any time, along with any previous mission.The game does push its luck, especially with the torture scene, but it is Grand Theft Auto, remember. Fans of the series probably won't be shocked by it  it's what we've come to expect in this franchise, and we love it.To sum up: Rockstar's best game ever, the best XBOX 360/Playstation 3 game ever, the best game in this generation, and one of the best games of all time on any platform  simply brilliant! 10 out of 10 all the way.\"
2013,GTA 5,"Sharp, intelligent and humorous, GTA V is more than just the best game for current-gen platforms, it's a social commentary on contemporary America. The combination of masterful gameplay with constant knocks and blows at American culture is a serendipitous swansong to Rockstar's most successful franchise, one in which I've been coming back to time and time again. Limitlessly enjoyable andSharp, intelligent and humorous, GTA V is more than just the best game for current-gen platforms, it's a social commentary on contemporary America. The combination of masterful gameplay with constant knocks and blows at American culture is a serendipitous swansong to Rockstar's most successful franchise, one in which I've been coming back to time and time again. Limitlessly enjoyable and stupendously thrilling, GTA V has been the last bow of grace from the PS3 AND XBOX 360, expertly demonstrating what capable and successful machines they both are. Spectacularly beautiful, bitingly funny and heart-pumping gameplay are all you'll find in this zenith of a game.\"
2013,GTA 5,Best game i've played in years. It's like san andreas 2 but not completely gangster the entire time. Everything about the game is amazing and the user score should be higher
2013,GTA 5,"Ignore the dumbass PC haters, keep in mind the only bad ratings are because a) cowards who can't take the excessive violence and b) pc gaming master  (I love pc but this is crossing the line) who are jelous and want a pc port (I do to) GTA IV is nothing compared to this."
2013,GTA 5,"fascinating, brilliant, this is not a game, but a masterpiece. Great work on getting Rockstargames make a game of the current generation look like a 'next-gen'. Gorgeous graphics, wonderful cars, drive perfect, flawless ambiance. Undoubtedly, GOTY."
2013,GTA 5,"amazing game, in short words GTA V has improved in basically everything and some elements that made GTA SA a special game have returned. Just play it and after playing it for a hour or two you won't be able to put the controler down.Ignore the negative reviews, its just a bunch of angry pc gamers or whining kids... just look at the what they wrote"
2013,GTA 5,"Serious butthurt from some PC fanboys here. Why? I'm mainly a PC gamer, but I do have a console and well, I bought this game. It's perfect. It might not be if you care too much about graphics, but I personally don't, and they're amazing for a game this big running on a 7 years old hardware anyway. This game is massive, ambitious, beautiful, funny. Everything. This game is almost perfect.Serious butthurt from some PC fanboys here. Why? I'm mainly a PC gamer, but I do have a console and well, I bought this game. It's perfect. It might not be if you care too much about graphics, but I personally don't, and they're amazing for a game this big running on a 7 years old hardware anyway. This game is massive, ambitious, beautiful, funny. Everything. This game is almost perfect. Buy it ASAP!\"
2013,GTA 5,This game is the mutts nuts.  Got it last night after queuing for half an hour was worth the wait.  Rockstar north have done it again.  Scotland should be proud.  I loved gta 4 and this looks to be even bigger and better everything has been tweaked.  Pisses me of when I see negative user review on here because its not on pc YET!  It will be calm down.  Just like gta 4 was later on.  SoThis game is the mutts nuts.  Got it last night after queuing for half an hour was worth the wait.  Rockstar north have done it again.  Scotland should be proud.  I loved gta 4 and this looks to be even bigger and better everything has been tweaked.  Pisses me of when I see negative user review on here because its not on pc YET!  It will be calm down.  Just like gta 4 was later on.  So stop being ridiculous.  That's like me leaving a  revew on witcher 2 because it didnt come onto the 360 at the same time as pc.  It's stupid grow up children.  This is a great game.\
2013,GTA 5,"A staggeringly beautiful, impeccably voice-acted, amazingly fluid and incredibly fun game, GTA V is not just a great Grand Theft Auto game  which is a very high complement in itself  but possibly the greatest video game ever made. The game-play is faultless and sets the already high bar far above its competition. For five years, we have witnessed rival franchises like Saints Row andA staggeringly beautiful, impeccably voice-acted, amazingly fluid and incredibly fun game, GTA V is not just a great Grand Theft Auto game  which is a very high complement in itself  but possibly the greatest video game ever made. The game-play is faultless and sets the already high bar far above its competition. For five years, we have witnessed rival franchises like Saints Row and Watchdogs expand dangerously close into GTA's territory, but GTA V completely trumps these relatively uninnovative series and shows the world how the GTA series is not just incredibly fun and an escapist's dream, but also a work of art of the 21st century. 10/10.\"
2013,GTA 5,"GTA V shows that Rockstar still has plenty gas left in the tank with the GTA franchise. The map is HUGE (I still wish they had Las Venturas from San Andreas. [But I digress...]), the graphics are not the best, but nonetheless they are very good, and all of the main characters (Michael, Franklin, and Trevor) are fun to play as in their own way. Michael gives you the luxury life, FranklinGTA V shows that Rockstar still has plenty gas left in the tank with the GTA franchise. The map is HUGE (I still wish they had Las Venturas from San Andreas. [But I digress...]), the graphics are not the best, but nonetheless they are very good, and all of the main characters (Michael, Franklin, and Trevor) are fun to play as in their own way. Michael gives you the luxury life, Franklin gives you the gangster life, and Trevor gives you the crazy life. Not to mention that the amount of activities are limitless. You will be hooked for months on end. The story absolutely beats the stories of the previous installments, including GTA IV (along with its DLCs) and San Andreas. The story is deep and extremely fun to play. Customization has been improved greatly, with customizable cars, tatoos, and players in GTA Online. Speaking of Online, this game has all of the great modes from GTA IV, along with a much deeper and fun experience in free mode.Overall, this game is the best GTA game ever, rockstar's best game ever, Xbox 360s best game ever, one of the best games from this generation, and even one of the best games ever made. I was proud that I had pre-ordered and purchased this game in every way possible. This is, without much doubt, the best game I have ever played...\"
2013,GTA 5,"Most of the bad reviews is from people who want it on pc, they give the game a bad review because they are idiots, and the couple bad reviews from gamers claim its the same as gta 4, having played 10 hours already it is no where near what gta 4 was. this game is wonderful the landscape the side quests the activities is amazing, I play every new released game that comes out and I must sayMost of the bad reviews is from people who want it on pc, they give the game a bad review because they are idiots, and the couple bad reviews from gamers claim its the same as gta 4, having played 10 hours already it is no where near what gta 4 was. this game is wonderful the landscape the side quests the activities is amazing, I play every new released game that comes out and I must say this is the best game ive played in years. I love this game\"
2013,GTA 5,"The game is amazing, I love everything about it! You really can do anything, from golf to skydiving, to biking, to of course the main story which I find to be a lot more entertaining and intriguing then GTA IV. I don't think ive enjoyed a game this much in a long time, if you buy one game this year buy this."
2013,GTA 5,"This is one of the best GTA games in the series. The user score is brought down by a bunch of PC loving cry babies. The graphics are great and the game play is smooth. It is also consistent. One thing I noticed was that the characters talked and moved the same in game play and cut scenes.  This game is almost like playing out a movie. It is hard not to be so engaged in the game as a whole.This is one of the best GTA games in the series. The user score is brought down by a bunch of PC loving cry babies. The graphics are great and the game play is smooth. It is also consistent. One thing I noticed was that the characters talked and moved the same in game play and cut scenes.  This game is almost like playing out a movie. It is hard not to be so engaged in the game as a whole. Overall, look at what negative user reviews are saying and you will see that they do not have legitimate arguments for their ratings.\"
2013,GTA 5,"Normally i dont write reviews, but this game was so good and spectacular that i find the need to do so.I always was a gta fan and this is really the best gta ever, maybe even the best of this generation or hell maybe the best ever. I have purchased the special edition because the normal edition was selled out, you hear me selled out!! That says something, thats a statement!!"
