Year,Game,Review
2016,Overwatch,"THE GAME SUCK SO GOOD THAT CAN EASY FIND A JOB IN A BURDELO.""I spent about 150+ hours on Overwatch thinking, ""Hey, this feels like a terrible version of TF2, why did they ripoff the class types and the animation style but none of the clever maps or character balance?"" ""...BLABLA"
2016,Overwatch,"There's a good game buried in Overwatch, but it is grossly overshadowed by one of the worst match making mechanics around. Enforcing a 50% win rate, you will have frustrating, boring match after frustrating, boring match. Even if, somehow, you get a decent one, a rarity, the lack of maps will quickly make this game a dull use of forty dollars."
2016,Overwatch,"Pros:1. Takes some of the best concepts of TF2 and Mobas such as being able to switch characters between death, map modes and picking heroes instead of classes2. There is a good variety of heroes that will appeal to both fans of Mobas and Fps2. Abilities and Ultimates feel relatively powerful and fun to use3. Game  requires very little time commitment but can also be played hoursPros:1. Takes some of the best concepts of TF2 and Mobas such as being able to switch characters between death, map modes and picking heroes instead of classes2. There is a good variety of heroes that will appeal to both fans of Mobas and Fps2. Abilities and Ultimates feel relatively powerful and fun to use3. Game  requires very little time commitment but can also be played hours at a time without feeling too repetitive4. Micro transactions are only for skins and visual effects that doesn't give players unfair advantages other than looking awesomeCons:1. Can't match up any higher than 6v6 like TF2 can2. Very few game modes as of release3. No campaign or coop campaign modes as of release4. Only 21 heroes as of release5. Playing solo can be frustrating and difficult if you are matched with pre-made teams6. Doesn't innovate in any noticeable or noteworthy wayThankfully most of these problems can be fixed and improved through patches so I am cautiously optimistic for this game.\"
2016,Overwatch,"I spent about 150+ hours on Overwatch thinking, ""Hey, this feels like a terrible version of TF2, why did they ripoff the class types and the animation style but none of the clever maps or character balance?""And then I got on the forums to ask, and everyone who refuses to accept that Blizzard hasn't launched an original game since WoW. And all I got in response was, ""It's not a ripoff!I spent about 150+ hours on Overwatch thinking, ""Hey, this feels like a terrible version of TF2, why did they ripoff the class types and the animation style but none of the clever maps or character balance?""And then I got on the forums to ask, and everyone who refuses to accept that Blizzard hasn't launched an original game since WoW. And all I got in response was, ""It's not a ripoff! It's a totally different game!"" and the main response was, ""Well if TF2 is soooo much better why dont you go back to that!"" And at first I was bothered by all the instant negativity, but then I realized they were right.So I went back to TF2 and haven't regretted it for a moment.TL:DR I spent $40 to remind myself that new doesn't equal better.\"
2016,Overwatch,"there's a saying,it goes: ""if you can accuratly describe a thing with 6 words or fewer,it either sucks or is boring""overwatch: tf2 with waifus>:-)"
2016,Overwatch,"Note: I'm updating my review with the addition of competitive mode (updated part of review is in ""UPDATE"" section.It's a nice shooter from Blizzard, not to serious, not to cheesy. For me, person who hates military shooters this title suits well. The game is very fast paced and there is always some action going on, which is great.Pros:- Pretty good and consistent artstyle- CoolNote: I'm updating my review with the addition of competitive mode (updated part of review is in ""UPDATE"" section.It's a nice shooter from Blizzard, not to serious, not to cheesy. For me, person who hates military shooters this title suits well. The game is very fast paced and there is always some action going on, which is great.Pros:- Pretty good and consistent artstyle- Cool heroes with distinct abilities- Fluid and polished combat- Simple to pick up, but has enough depth to not get bored quickly- Great performance even on older machines- Engaging gameplay centered on objectives.Pros:- Game suffers from not that good netcode with only ~20Hz tickrate- No ranked (competitive mode) on release (being reworked and patched in at a later date)- Hero stacking can be frustrating at timesOne more thing is that people complain about it's business model. Personally I like buy to play model, with some cosmetic micro-transaction. If this had pay-walls or grind-walls with f2p model, I would not even play it. I hate that in hearthstone and hate that in Heroes of the Storm. With Overwatch, you can take few months break and don't fall behind compared to other people - all heroes (including upcoming ones) are available right of the bat, same goes for maps and game modes and what not - basically all content, apart cosmetics (which is not any in-game advantage whatsoever).But this is fun game, especially to play with friends (but it's okay too when playing with random people). If you look for hardcore competitive game with advanced mechanics and lot of depth - this games is probably not for you, in other case - I can recommend it.UPDATE!!! (mostly about competitive mode)I initially gave it weak 8/10. But since Blizzard patched in competitive mode (aka ranked system) I've decided to update my review.Basically competitive mode is in broken state. There are serious bugs (or maybe design choice) related to how your rank progression is calculated. As notable example, if you win the competitive game, and there is a leaver (person who abandoned game), regardless if you are on affected team or not, in any winner gets barely no rank progress (in comparison on average it's more than 50% of rank progress, with a leaver it's less than 10%), but you always lose full amount of progress regardless if some leaver screws your game. 1week in, still no response on this issue. Additionally, people with 60% or greater winrate can fall in ranks just like that.Matchmaking is terrible, especially for solo people and small party groups. Most games are either you stomp the enemy or you are being stomped. Close games are scarce.The competitive mode is plagued with leavers (which can basically can leave as they please, because you have to abuse it to get even slightest penalty), griefers (who basically play the game their own way ignoring team's interest), trolls and all kind of people that will ruin you the fun of competing with other players.On top of that if game ends in draw, you basically play a coin flip, because draw is played on asymmetric map, where one side gets attack and other defense (that is not 50/50 chance to win).It's not a super competitive game when you go heavy try-hard mode, but competitive mode is competitive, even with casual aspects, but in current iteration it's absolutely broken and it will cause you only frustration due to multiple bugs and/or design flaws. Because the only long-term value is competitive mode (which should give you progression system and goals to achieve) and it's broken I'm changing my verdict from 8 to 5/10. Even if you look at this game more casually and intend to play just like 1-2 weeks per season, still some things can't be ignored and I eventually would not recommend it at this point.\"
2016,Overwatch,"Overall disappointed in Blizzard. I really really wanted to give this game a chance.   I have been a Blizzard fan since Warcraft 1 on PC...owning and playing every game they have released religiously.Overwatch has good character design, smooth game play, decent graphics on PC/PS4 but no innovative features or game modes that will pull me away from any of my top FPS/TPS games (old andOverall disappointed in Blizzard. I really really wanted to give this game a chance.   I have been a Blizzard fan since Warcraft 1 on PC...owning and playing every game they have released religiously.Overwatch has good character design, smooth game play, decent graphics on PC/PS4 but no innovative features or game modes that will pull me away from any of my top FPS/TPS games (old and new).   Overwatch is a simplified FPS compared to others and it's not necessarily a bad thing.  The maps are well designed for close quarter battles and the game doesn't drag long.I think the simplicity of it will draw new players to the genre so they can pick it up easily.   To me,  it seems like they made this game for beginners to the FPS genre.  Sure vets can still play it and have fun with the characters abilities but if you look at it overall it's not as FUN as it can and should be.It reminds me of the same thing they tried to do when they entered the MOBA genre with Heroes of the Storm.  They simplified it compared to other MOBA games but I got bored of it quickly.  Maybe I'm an old hardcore gamer and I want to get my money's worth.  But $60 is alot of money for a multiplayer only FPS game with only 2 modes  There's not even a campaign with all the story behind the characters.Star Wars Battlefront basically multiplayer only but Battlefront is a much better FPS.  Like AMAZING compared to boring Overwatch!  Plus, the 2 game modes of hold the area and move the convoy aren't really exciting at all to play.  Couldn't they think of something more creative?   Heck! The game modes in Unreal Tournament especially 2004 still blow the Overwatch away.  Unreal 2004 (and on) still has the most enjoyable and creative progression objectives like Assault, Onslaught, etc.    Instead of a boring hold this spot then protect this new spot or convey.  It would've helped Overwatch tremendously if they learned from the game modes of Call of Duty, Castle Wolfenstein, Unreal Tournament and not just copying mainly Team Fortress.   I would've gladly pay $60 for this multiplayer-exclusive FPS game if it had better modes and features.  For example, maybe with some maps or modes they could have a train fight scenario to find the bomb, destroy big turret by progressively completing objectives.   So Overwatch is just a plain shooter.  Nothing special at all.  You could play any sci-fi shooter of the past and still get the same experience but just without the awesome character design.Overwatch took some good ideas from some FPS but not enough to make it great.It's just a ""clone"" FPS with a gorgeous reskin of characters with special moves.I'm a big fan of Blizzard and have played all their games religiously and even own collector's edition of all the PC games (from Warcraft, Diablo, Starcraft and I even bought the Overwatch one).  But I'm sorry I have to give this one a bad rating.  Not sure who took over creative directing at Blizzard but this one is a fail to me.  It might do well for teeny-boppers and millenials that jump on the hype.  And most likely Blizzard will front a bunch of $million dollar tournaments because they can.  But that still doesn't help make this a great FPS.  It's below average to me.  Even Team Fortress and Counterstrike are more fun than this.   They may only have a few maps or modes but they were the originators and still the BEST.  Blizzard tried to copy them and some other FPS but ended up being flat in the end.\"
2016,Overwatch,"This game is **** in so many ways, theres no way any half decent critic give it 10/10.Its presented as shoter game, but shoting is almost meaningless for most classes. It goes all down to skill usage and cheap unavoidable deaths, be it by retarded combos like mccrees flash+m2 instadeaths, or ""press Q to wipe half of enemy team"".Poor content for 40Ç game with terribly designed maps fullThis game is **** in so many ways, theres no way any half decent critic give it 10/10.Its presented as shoter game, but shoting is almost meaningless for most classes. It goes all down to skill usage and cheap unavoidable deaths, be it by retarded combos like mccrees flash+m2 instadeaths, or ""press Q to wipe half of enemy team"".Poor content for 40Ç game with terribly designed maps full of small chokepoints. Terrible 20tick servers (thats sooooo last-century in FPS genre).Plenty of heroes? Well, half of them are very situational, while few are pretty universal on every map. As theres this stupid rock-paper-scissor mechanism (and some scissors are so sharp to cut even mountains), u cant even play what u want as u have to counterpick, making high hero counts meaningless.Its team-based game. Its soooo hardcore in this, that if u dont have 5 friends playing with you all time, its just **** game as u gona most likely face pug vs premade.All in all, if ur interested in shoter game, this is not for you.\"
2016,Overwatch,"Overall OW is a decent game, but not perfect.The gameplay is relatively solid. The game plays like it is supposed to and things seems to work. No major bugs. All the heroes are pretty fun and unique. Each won has a different style and is fun to play in it's own right. The scoring seems relatively fair and balanced. The interface makes sense is relatively easy to navigate.However,Overall OW is a decent game, but not perfect.The gameplay is relatively solid. The game plays like it is supposed to and things seems to work. No major bugs. All the heroes are pretty fun and unique. Each won has a different style and is fun to play in it's own right. The scoring seems relatively fair and balanced. The interface makes sense is relatively easy to navigate.However, what holds this game back for me, first and foremost, is the lack of content. There is essentially 1 game mode and that's it, and within that game mode there are only 2 gametypes. The maps all feel pretty much the same as well. They're all pretty linear making the map a more or less negligible element of the match. There is no reward system that seems to drive you to play or achieve something.For me, the game feel unfinished. Like it's a late stage beta or something. There just isn't enough content to keep players hooked for a considerable period of time. Most players will burn out after a month or two. The game is solid, well made, and works like it's supposed to. Basically this game doesn't have any errors per se, but it doesn't have any shining accolades either.\"
2016,Overwatch,"In your first week it feels fun and good, but as you gain level it will match you against 90 or more leveled players while you are still at 25 level means they're 3, 4 times more experienced than you in this game, terrible matchmaking, no balance. Don't buy this game, doesn't worth it."
2016,Overwatch,"Don't buy it! Blizzard don't care about this game! Lokk at forums, for mounth we have fps drops, and nothing is still done! They got our money, and then **** on us. Don't buy, don't play, show them that we care, and we want normal treatment!"
2016,Overwatch,"runs well because nothing to the graphics, boriiiiiiiiiiinggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggg game. not worth the price tag. should be free"
2016,Overwatch,"Horrible community, one of the worst I've experienced in my 15 years of online gaming, expect to be ridiculed, belittled, insulted very frequently. No progression of any kind (unless you consider randomized aesthetic unlocks to be progress). Very little variation in maps and game modes. Huge price tag for an multiplayer-only game. Its fun at first, but hugely repetitive after and theHorrible community, one of the worst I've experienced in my 15 years of online gaming, expect to be ridiculed, belittled, insulted very frequently. No progression of any kind (unless you consider randomized aesthetic unlocks to be progress). Very little variation in maps and game modes. Huge price tag for an multiplayer-only game. Its fun at first, but hugely repetitive after and the community just depresses you further.In my honest opinion, this is a huge price tag for such a small game and not worth it. I only wish I knew of Blizzard's refund policy before I went past level 5.There are many games out there which are more worth your money than this. This is a borderline scam for how much you get for what you pay.Really, really, do NOT recommend to anyone.\"
2016,Overwatch,"I've played this game, its a waste of money, its and expensive  game. Blizzard invests more in fake review and other fake hipe to sell a weak game. Its and expensive platform for a huge cash-shop, dont waste your money on Blizzard, its over with them.Game its a simple multiplayer shooter with 1 mode and 8 maps.Its a f2p platform, just wait 6 months till its free.If people want moreI've played this game, its a waste of money, its and expensive  game. Blizzard invests more in fake review and other fake hipe to sell a weak game. Its and expensive platform for a huge cash-shop, dont waste your money on Blizzard, its over with them.Game its a simple multiplayer shooter with 1 mode and 8 maps.Its a f2p platform, just wait 6 months till its free.If people want more games like Witcher, its time we stop supporting companies like Blizzard.\"
2016,Overwatch,"it's a shame, in these days, a game without content except multiplayer....for me, it's the same as Battlefront (EA).why no solo campaing?why no coop campaing?why microtransactions¬ø?only money for blizzard, i like a lot FPS, and Overwatch it's a copy paste of others FPS, but with a fancy graphics"
2016,Overwatch,"Take TF2, shine it up, take the game mechanic du jour (MOBA style abilities and ""ultimates"") and then mash it all together in a game that costs more than TF2 ever did. Whut?Yeah, this game has potential, it has promise, but it also has a lot of problems too. Character balance is awful, fans of the game will tell you that it's an amazing game where being able to change your characterTake TF2, shine it up, take the game mechanic du jour (MOBA style abilities and ""ultimates"") and then mash it all together in a game that costs more than TF2 ever did. Whut?Yeah, this game has potential, it has promise, but it also has a lot of problems too. Character balance is awful, fans of the game will tell you that it's an amazing game where being able to change your character means it's a constant game of rock paper scissors. That is until you realise that half a dozen characters in the game are both rock and paper, or scissors and rock, or even all three, when played by someone with a modicum of experience.Half objective based team shooter, half team deathmatch, the game shines when it is played like the former and results in pure frustration and anger because 2 or 3 people playing it like the latter can ruin any real sense of strategy or territorial control.But then the game clearly isn't set up to be a game of tactical nuance. Spawn times are almost non-existent meaning defenders are constantly able to defend, and maps are so poorly designed that they're either too open or too narrow.But ultimately (no pun intended?) what kills it for me are the one-two combos that many characters have that are nigh on impossible to counter without one of those rock and paper characters I previously mentioned. Roadhog's Chain and point blank shotgun blast will kill almost anyone in one shot after dragging them (with no counter and a stun) to right infront of him. McCree can stun you in place with a flashbang, unload his 6 shooter, roll for instant reload and shoot you for 6 against straight away. Mei only has to start hitting you with her stream of ice and, unless you have some kind of ""escape"" ability, you're going to be toast as she freezes you in place and then lines up a headshot while you can do nothing and kills you.This game is touted as supposedly being about being a ""Postive"" FPS, where people aren't downvoted or reported, where people are encouraged to commend people for achievements, where everyone gets ""elimination"" stats for having taken part in a kill. But at it's core it's a devious deathmatch game which rewards trolling behaviour by one player against another.But fans will tell you that there is depth and skill to this game, which may be true for Blizzard fans that have come from outside an FPS environment. For those of us that have been playing the genre for 20 years aren't seeing anything fundamentally new here, and what is new (the MOBA ability elements) are hamfistedly introduced without care for what makes MOBA games work... that good positioning and ancillary item use can counter and lessen the effects of people's abilities and ultimates, something entirely not present in this game.Over-hyped, this game could be mindless fun, but it's not even that right now.\"
2016,Overwatch,"Overwatch is yet another Blizzard title which has been developed for an extremely long time and yet manages to launch with less content than even most indie games. Ever since Wrath of the Lich King, Blizzard has released increasingly low quality titles that somehow manage to get good reviews and make a lot of money. Overwatch is another Blizzard title that is more like a mobile app than anOverwatch is yet another Blizzard title which has been developed for an extremely long time and yet manages to launch with less content than even most indie games. Ever since Wrath of the Lich King, Blizzard has released increasingly low quality titles that somehow manage to get good reviews and make a lot of money. Overwatch is another Blizzard title that is more like a mobile app than an actual multi platform game.Pros and cons:+ Not many bugs or stability issues, runs really well+ All characters are unlocked from the go so you can easily try your favorite hero+ Lots of different characters with different play styles+ Graphics are typical for Blizzard, game looks pretty nice and doesn't require you to have a beefy PC- Netcode is quite simply horrible- Servers seemingly don't boot players with extreme pings- Game is designed around countering heroes/teams rather than improving your skills- Many auto win mechanics that will net you easy cheap kills with a press of a button- Matchmaking right now is quite bad, most rounds are insanely unfair and end pretty fast with one team just steamrolling the other. I've only had a handful of rounds that felt balanced and played well.- Punishing for solo players- Only a few maps and game modes, game is very repetitive. After playing for about 10-15 hours you've already seen and experienced the entire game and it doesn't really offer variety since the maps always play exactly the same.- For 40Ç, you get a polished game worth about 10 hours of play time, most f2p titles can offer twice that, easily.- The game is constantly trying to guess where you're character is going to move because the tickrate is so low, so you will notice (at least I do, playing with 144hz @ 144+ fps) a lot of stuttering when moving as a fast character. To me this is really really annoying and I can't understand why this would be a thing in 2016.Conclusion:This is one of those games that feels like the designers were focusing on perfecting one aspect of the game and completely forgot about everything else. In traditional Blizzard manner, this game is pretty much bug/glitch free and runs really really well, performance wise. It is however very apparent that Blizzard has no experience making FPS games. The horrible netcode, cheesy free kill mechanics and lack of content really scream for f2p. I do understand the benefits of having a 40Ç price, as it will discourage cheating and will eliminate any sort of pay-to-win model, but trying to justify that price for a multiplayer only title that has as much content as Dirty Bomb seems hard.Nevertheless, this will be a fun game to play with friends, for a while. I wouldn't pay full price for it unless they add more free content in the future. If you are an FPS games, this game is probably not for you, as it seems to be more aimed at the MOBA people out there. I've played a lot of games but I would consider myself mostly an FPS games, and I can safely say this game is definitely NOT aimed at players like myself.\"
2016,Overwatch,"Let's start with the positive stuff.The gameplay of Overwatch is great.The maps, the heroes, the models, the abilities all play really fine. The world is rather mysterious, but thanks to the cinematic shorts, comics and other posts, it's actually quite cool for a Shooter. I want to love this game really, really hard.But I can't.First of all, the matchmaking!Blizzard isLet's start with the positive stuff.The gameplay of Overwatch is great.The maps, the heroes, the models, the abilities all play really fine. The world is rather mysterious, but thanks to the cinematic shorts, comics and other posts, it's actually quite cool for a Shooter. I want to love this game really, really hard.But I can't.First of all, the matchmaking!Blizzard is notorious for their incompetent matchmakers. Heroes of the Storm was a huge failure because of it, despite HOTS having pretty damn awesome gameplay and design, the cancer that was matchmaking proved to be fatal to the game. One would think that the company learned from its mistakes. Nope. The game throws everyone together. Seasoned, highly skilled tryhards who are in it for the win and teamplay, and useless, noobcake newbies who will pick a 3rd sniper to cement your team's failuire. The teams are rarely ever balanced. One team usually stomps the other. Virtually every single game is full of frustration and stress. I tried to cling onto hope so hard that I gave the game more than 50 hours played hoping that the matchmaking will get a bit better, but nope, it didn't. To make things worse, there is no ranked play. Why would any developer release a competitive team based game without ranked play? That's the point of the whole game. It's like, selling a car without a motor: ""Here's your car, we don't have your motor yet, but in the meantime you can sit in it, or you can pretend to dive it!""Did I mention high latency? In most online games I have 20-25 ms ping. In overwatch the lowest I've seen is 40-45, but it usually is 60-70.The server communicates with the clients 20.8 times per second. So, everything you do in the game happens on that other guy's monitor about 0,1 seconds later. That's a lifetime in a fast paced FPS shooter! You will get shot by snipers and everybody all the time despite the fact that you were already in cover on your machine. It's a joke.I played plenty of multiplayer FPS games in my life. I used to be a Quake1 player, touched Q3, Quake Live, the COD and Battlefield series, the UT series and so on, but those games were FUN. Overwatch has a much better gameplay, but the matchmaking nullifies every bit of that so hard that I have to arrive to the conclusion:I never had such an awful online experience in my life.\"
2016,Overwatch,"Generic shooter with AAA price tag, released with major balance problems and low on content. Wait 1-2 years till it ll be finished. Overall, it's a shame for now."
2016,Overwatch,"Could've been a good f2p game you can enjoy with your friends. Instead it became a mediocre FPS with little to no content, minimal playerbase and the worst micro-transactions and loot systems you can think of."
2016,Overwatch,Pass on this. Nothing new except maybe the art style of the game is pretty good. Should have been a free to play game with the option to pay for the skins. Needed a single player mini campaign or something to add some story for each character. Multiplayer matches are quick and for the most part fun but it's get pretty boring quickly.
