Year,Game,Review
2015,Witcher 3,"Most of the things in this game are very good.. BUT!!!!! The camera and controls in general, are just unbelievably bad. It is clumsy and unprecisly, makes it a little difficult to loot sometimes, some fight combats looks a bit ugly because of it, and it is just enoying that you run around/running into things and people like a confussed animal or something. If you have played the buggyMost of the things in this game are very good.. BUT!!!!! The camera and controls in general, are just unbelievably bad. It is clumsy and unprecisly, makes it a little difficult to loot sometimes, some fight combats looks a bit ugly because of it, and it is just enoying that you run around/running into things and people like a confussed animal or something. If you have played the buggy Assasins Creed then you probably know little about how it feels like.It irritates me, cause this game got so much potentiale. It have potential of course, but the bad controls just ruins the experience a bit. I really dont see the point about making a game with that much content, without making some of the most important basic things optimal. It feels like the game is unfinished, and i would LOVE if they could patch this problem, then it would be a really good game.\"
2015,Witcher 3,"World is big yet boring, there is too much of the same stuff. Combat is too repetitive. Text is too small. Geralt has a bad voice.  Stroy is full of cliche stuff. An immensely overhyped game. Expected something more original."
2015,Witcher 3,WOW... to say I was excited about this game is an understatement. I know 1 is a low score and this is based purely on the broken and choppy movement/cameraDO NOT BUY THIS BEFORE PLAYING SOMEONE ELSES COPY OR RENTING.I really tried to love it... I gave it 3 hours of gameplay before I couldn't take any more. At first I thought there was lag or similar... the videos were choppy andWOW... to say I was excited about this game is an understatement. I know 1 is a low score and this is based purely on the broken and choppy movement/cameraDO NOT BUY THIS BEFORE PLAYING SOMEONE ELSES COPY OR RENTING.I really tried to love it... I gave it 3 hours of gameplay before I couldn't take any more. At first I thought there was lag or similar... the videos were choppy and the gameplay jerky. The gameplay is only slightly choppy but it ruins the whole experience. How on earth anyone can rate this game highly is beyond me. I went to a friends house and their game played the same. This would be a great game if the choppy/jerky camera was sorted out. It is going back tomorrow and is the biggest disappointment of the year for me.If they had saved the money spent on the 'free extra crap' and spent it on development this could have been epic. Alas no though.\
2015,Witcher 3,"There is nothing special about this game other than the dialogue choice mechanic. The world is the same as in any western RPG, and the gameplay is the embodiment of averageness. Most players will be amazed by its graphics and the fact that the world is huge, but that doesn't change the fact it consists of unimaginative forests, mountains and swamps. The enemy designs are equallyThere is nothing special about this game other than the dialogue choice mechanic. The world is the same as in any western RPG, and the gameplay is the embodiment of averageness. Most players will be amazed by its graphics and the fact that the world is huge, but that doesn't change the fact it consists of unimaginative forests, mountains and swamps. The enemy designs are equally unimaginative, and the combat system you fight them with is dodge and hit with no strategy involved.\"
2015,Witcher 3,What an unmitigated piece of crap ! Controls and mechanics from the 1990's were enough for me to stop after an hour and ask for a refund on this overhyped nonsense.
2015,Witcher 3,"I'm certainly in the minority here but I didn't much fancy my time with The Witcher 3. I'll start with the positives, Great graphics, sound, music voice acting. The World felt huge and alive. Now for the negative, boring monotone protaganist gave me little insentive to care about the story. Mature themes felt awkward not exciting. The combat was beyond clunky. Enemies were uninterestingI'm certainly in the minority here but I didn't much fancy my time with The Witcher 3. I'll start with the positives, Great graphics, sound, music voice acting. The World felt huge and alive. Now for the negative, boring monotone protaganist gave me little insentive to care about the story. Mature themes felt awkward not exciting. The combat was beyond clunky. Enemies were uninteresting and bland. The spells had no appeal or flash. The menus were combersome. The inventory was filled with way too many items that served no purpose until dozens of hours into the game. Repairing items was a frustrating nightmare. The ""puzzles"" were a lesson in boredom. Seriously using your witcher sense to find clues was such an abysmal waste of time. Swimming sections were nothing but frustration. The difficulty scaling was terrible, mid game fights were often very difficult then suddenly a breeze at end game. The lore felt to me like a game of thrones wannabe, that's just a personal gripe if you are into that sort of genre you'd enjoy it more. Overall a huge living world with endless side quests, hiding a boring repetitve fetch quest filled gameplay experience.\"
2015,Witcher 3,"The Witcher 3 Wild Hunt has set the bar where RPG should be going into the next generation. This game is a stepping stone and a landmark in the right direction that the current consoles needed to show their power.Review on PS4The good:Graphics are amazing, especially considering the size of this game and its world.Vast number of characters offering something new and entertainingThe Witcher 3 Wild Hunt has set the bar where RPG should be going into the next generation. This game is a stepping stone and a landmark in the right direction that the current consoles needed to show their power.Review on PS4The good:Graphics are amazing, especially considering the size of this game and its world.Vast number of characters offering something new and entertaining to the story.Soundtrack is amazing.Story is one of the best of 2015 and in my opinion the best in any RPG  to date.Great RPG elements that affect the overall story.Hugh world that has a place and environment for everyone.Tons of side quest and missions to keep you entertained for hours.The bad:With all the content, some might feel overwhelmed. However, I think most RPG fans will love the amount of content offered.This is a most own game for any RPG fan and one that shouldn't be looked over. If your still having doubts about buying this game, then due your research and you will realize what everyone else is trying to tell you. ""It's a must buy!""\"
2015,Witcher 3,"I expected a lot more from this game, i mean, i was expecting a amazing open world with amazing possibilities, but turns out that was just a ok open world experience for me. Exploration was killed thanks to the ""?"" landmarks on the map, the horse playability is **** awful and really bad to control; this game is also very bland from a technical perspective, there is a lot of glitches andI expected a lot more from this game, i mean, i was expecting a amazing open world with amazing possibilities, but turns out that was just a ok open world experience for me. Exploration was killed thanks to the ""?"" landmarks on the map, the horse playability is **** awful and really bad to control; this game is also very bland from a technical perspective, there is a lot of glitches and bugs, to be fair this is kinda common on open world games, but some of them are just really annoying and one particulary almost made me stop from playing it. The story, at least for me, was pretty boring and forgetful, the quest to find Ciri gets annoying real quick, and the formula is just: watch some cutscene and dialogues, fight some enemies, find some stuff, fight more enemies... and so on, the choice system is not much o relevant, at least on main quest, since the only choices that really matters are the ones that happens at when you're almost finishing it. For the positive side, i really like the sidequests and there is a lot of items to collect and things to do even after you beat the game, but i lost my save file so in order to pick the items i have to play that game again, and this won't be happening, at leasy by now.In conclusion i think that Witcher 3 has some great aspects, but it0 is incredible overhyped and i dont think it really deserves the praise.\"
2015,Witcher 3,"I don't understand all the hype. Sure the story seems great and all but there is no challenge. You just go from one place to another and press x on the red areas.The graphics are bad, buggy and even cutscenes are sometimes choppy.The menus are very badly design, they're slow and with too much areas to go to when you want to check something.The loot system is also bad: you loot theI don't understand all the hype. Sure the story seems great and all but there is no challenge. You just go from one place to another and press x on the red areas.The graphics are bad, buggy and even cutscenes are sometimes choppy.The menus are very badly design, they're slow and with too much areas to go to when you want to check something.The loot system is also bad: you loot the same boxes over and over again and no meaningful items are found.The map is bad and not connected. The scenery is great at first but it's always the same. And it lacks rewarding by exploration.The enemies are so clunky and bad designed as well, they don't feel very plausible. Even the magic is bad: the symbols are so similar with each other. They could at least make some different icons more related with the actual power.Sure it's better than a great number of games. But a 10? Not a chance. If this was made by Bethesda, I'm sure the critics would be all negative over it.\"
2015,Witcher 3,"Let me preface this by saying I am not giving the Witcher 3 a low score because I think its scores are too high. I DO think they are too high but this is my honest opinion and thoughts on the Witcher 3. The Witcher 3 is a beautiful game... on PC. One thing I hated while playing this on PlayStation 4 is that they had dulled the graphics down to a point where there was no point in making itLet me preface this by saying I am not giving the Witcher 3 a low score because I think its scores are too high. I DO think they are too high but this is my honest opinion and thoughts on the Witcher 3. The Witcher 3 is a beautiful game... on PC. One thing I hated while playing this on PlayStation 4 is that they had dulled the graphics down to a point where there was no point in making it about the graphics but they still pushed it to a point where it struggles to run on average PS4s. The fact that the game was constantly dipping into the 20 FPS range was not good and made a mediocre game even worse. Let's see, the universe is all right. The story is absolutely dog **** and confusing but if you ignore it and look around at the universe then that's the enjoyable part. The story is just so bland there's no point in praising it. The story is just an excuse for the horrible gameplay. Go here because A said so. Well B isn't where A said he was better find him. Oh C told me B is over at D. Turns out B isn't at D better find B. That's the level of depth we're talking about here. The actual gameplay is super boring. It's slow, clunky, and a mixture of too easy and hard. I was able to beat a boss standing still with my thumb on one button but as soon as I see a level 1 dog I'm dead because it just runs by and attacks me similar to an AoE attack without slowing down. Geralt is too slow to do anything. Buy the game to say you played it but save the reciept.\"
2015,Witcher 3,"The Witcher 3 Wild Hunt is a majestically magnificent master piece, it is my 580th game that i Tried / Finished but it ended up in one of my top 3. The game is colossal & amazingly excellent in every perspective.World Design :Game world is colossal & gorgeous, excellently designed with exclusive & extensive details such as fallen trees are regrown just like in real life, burned orThe Witcher 3 Wild Hunt is a majestically magnificent master piece, it is my 580th game that i Tried / Finished but it ended up in one of my top 3. The game is colossal & amazingly excellent in every perspective.World Design :Game world is colossal & gorgeous, excellently designed with exclusive & extensive details such as fallen trees are regrown just like in real life, burned or cut down portions of forests, Dead whale on a shore & various type of fish under water are just very few such examples.It is a Living breathing world monsters will also attack other animals, wolves will hunt rabbits & dears. During cloudy weather you will be able to see clouds moving in the sky & shooting stars at night.Game have excellently implemented dynamic weather cycle, day and night cycle as you will see a dramatic difference between day and night life.Visuals :Graphically game is stunning and even more gorgeous after the latest patch. Animations are top class and facial animations are impressive.Narrative :Story is impressive and easy to understand, no matter how many or all the side quests you play; you still wont get lost. Game offers the opportunity to enjoy company of beautiful characters & decent humor.Choosing dialogues is one of the best part of the game & Dialogue options are one of the best with various types of choices with provides an enjoyable experience.Unique Features :Witcher 3 have some unique features that you wont find any where else such as Geralt beard physics. Other examples are :- On Skellige : Gedyneith (Name Of Place) there is A House Under A tree when you visit that place for the 1st time you will see a dude plowing in soil but when you go there later you will see plants. You will see many changes in dandelions inn & main hall in Kaer Trolde castle throughout the game.Combat :Combat is enjoyable, addictive, tactical and superb both ways offensive & defensive. AI is intelligent & will use various defensive measures. Despite high level enemies you still can defeat them with tactics & patience.Other than basic close combat and ranged weapon, there are bombs & sign abilities (Basically Magic). You can use your ability points on skills but will choose wisely b/z you cant acquire them all as it is an RPG With choices & consequences, But you can reset them with potion.Other activities :Beside side quests there are witcher contracts and treasure hunting, you can also participate in horse racing, boxing & playing cards. The card game is also very fun & extremely addictive.Replayability :I doubt that some one will play this game once as of the colossal dialogue choices. The game felt vastly different while selecting different dialogues through second game play. I finished it twice and i am gone buy Complete addition & play it all over again.\"
2015,Witcher 3,"A decent game that is extremely over hyped. The storyline does nothing to draw the attention of new players to care about what's going on. Very average in most departments except sheer scope. I personally find no reason or have any desire to turn this back on, even though i know people that like the game and their main argument usually revolves around free DLC. Worth a look if you like 3rdA decent game that is extremely over hyped. The storyline does nothing to draw the attention of new players to care about what's going on. Very average in most departments except sheer scope. I personally find no reason or have any desire to turn this back on, even though i know people that like the game and their main argument usually revolves around free DLC. Worth a look if you like 3rd person RPG adventure games.\"
2015,Witcher 3,"I signed up to Metacritic to give this game its dues. It's a masterpiece of a game.CD Projekt Red really put everything they had into this game. From fan interaction, free DLC to post game patches and improvements. They have become my favorite developer, hands down. If you are a fan of Western RPGs, you NEED to play this game!I really enjoyed The Witcher 2. Tho I mostly enjoyed itI signed up to Metacritic to give this game its dues. It's a masterpiece of a game.CD Projekt Red really put everything they had into this game. From fan interaction, free DLC to post game patches and improvements. They have become my favorite developer, hands down. If you are a fan of Western RPGs, you NEED to play this game!I really enjoyed The Witcher 2. Tho I mostly enjoyed it for its characters and its story. The gameplay was still pretty rough (still a HUGE improvement from The Witcher) and many mechanics were rough too. The Witcher 3 refines everything you know and love about this franchise.The story and characters in The Witcher 3: Wild Hunt are amazing. A side quest-line can be deeper and more meaningful than the main story of many other AAA titles out there. The ways characters interact with you and other NPCs is great and you really feel immersed in the world of The Witcher. The voiceovers are also really good and give life to these characters.The World is huge in this game and the locals so diverse. From swamps, to mountains, to grassy fields, to big cities, everything in The Witcher is fun to explore. The game is breathtakingly beautiful.Gameplay has been upgraded tremendously from the previous games and is a joy to play. Fighting and signs mechanics were improved and much easier to use. At the time I write this review, the menus have been re-hauled making everything much better from a UI standpoint.The only negative point I can give the game is the horse mechanics. Horse controls can be very frustrating at times. I've ended up just jumping off the horse and running quite a few times. Yet, that is not enough for me to give this game less than a 10.I'm also not counting the paid DLC in this review (tho I have played both and highly recommend them).This is my Game of the Decade! Please, go get it and play it!P.S Gwent is awesome!\"
2015,Witcher 3,"The Witcher 3 is far from being a bad game, but it\s not the masterpiece people would like you to believe either. The beautiful graphics do little to compensate a clunky and at times tedious movement system, an overall boring main story line and a wonky combat system. I found the beauty of this game to lie, most of the time, in its great side quests rather than the main story. Some amazingThe Witcher 3 is far from being a bad game, but it\s not the masterpiece people would like you to believe either. The beautiful graphics do little to compensate a clunky and at times tedious movement system, an overall boring main story line and a wonky combat system. I found the beauty of this game to lie, most of the time, in its great side quests rather than the main story. Some amazing characters populate this game\s world, and some side missions will highlight amazing storyline that unfortunately, seem to end all too quickly due to their nature of being just side quests.Like many other overrated titles to come out in recent memory (like The last of us and Horizon Zero Dawn) I found myself disappointed with The Witcher 3 all throughout its uninteresting story. There are definitely better games on the market, and if you\re looking for a deep action rpg experience, I would honestly look elsewhere.\"
2015,Witcher 3,Absolutely amazing game.We have idiots rating this 0/10 because of his troubles with his PC. DONT PLACE THIS **** IN CONSOLE REVIEVS SECTION....Graphics and atmosphere of Poland just pours out of the screen. If Youre not from Poland and want to spend vacation in this country all You have to do is launch Witcher 3.One of the best games ever created - do Yourself a favour and try this one out.
2015,Witcher 3,"After experiencing Witcher 2 on the Xbox 360 I was hesitant to jump back into the world of Geralt of Rivea. I wasn't the biggest fan of the combat at the time and felt that the multiple aspects had a hard time transitioning to the console. However after having a drought in games to play I decided to jump into Witcher 3 a few months after launch, and it was the biggest mistake I could haveAfter experiencing Witcher 2 on the Xbox 360 I was hesitant to jump back into the world of Geralt of Rivea. I wasn't the biggest fan of the combat at the time and felt that the multiple aspects had a hard time transitioning to the console. However after having a drought in games to play I decided to jump into Witcher 3 a few months after launch, and it was the biggest mistake I could have made because I should have got it on Day 1. Even before inserting the disc into the game I was greeted with an insert from the developer thanking me for giving there a game a chance by purchasing it. Never before have I as a consumer, in any form of entertainment or product, felt that the people who worked on something truly valued the support I was giving them. But back to the game itself. For whatever reason I decided to play the game on the hardest difficulty, which I completely recommend of anyone whose played any open world game or rpg like Skyrim or Red Dead, and was pretty much stopped in my tracks by any horde of enemies. However the most pleasure from this game is in the preparation required to defeat enemies using such as signs, potions and oils to defeat enemies. Overcoming a hard boss that you've prepared for or finishing a long string of quests to unfold more of the story in Witcher 3 brings more excitement then I've ever felt for a game before, and that's because of the incredibly detailed open world rivaling the likes of The Elder Scrolls and Grand Theft Auto. Even the mini game of Gwent has become a phenomenon in itself and I feel heavily compelled to play every npc in this card game just so i can get access to new rare cards, an online component would have been amazing, but a separate game such as on the app store, the PlayStation store or Xbox marketplace would be an instant purchase for me. The Witcher 3 Wild Hunt is a 10 out of 10 for me, its a beautifully detailed open world rpg that deserves a look.\"
2015,Witcher 3,"What an amazing game!!!. So I don't usually write reviews but I finished playing this game about 2 weeks ago and thought it was really good. Then I picked up fallout 4 (what a mistake) and it truly helped me realize how amazing this game is. The graphics are superb I've never seen a game that made me be proud I have a nextgen system as much as this game did. The voice acting is pretty goodWhat an amazing game!!!. So I don't usually write reviews but I finished playing this game about 2 weeks ago and thought it was really good. Then I picked up fallout 4 (what a mistake) and it truly helped me realize how amazing this game is. The graphics are superb I've never seen a game that made me be proud I have a nextgen system as much as this game did. The voice acting is pretty good (it took me a bit to get over geralt sounding like batman though). The body languange and facial expressions are what make interacting with people so good though. Sometimes I felt like I was watching a movie instead of playing a game.This game has some serious glitches though an elusive gwent card glitch make it nearly impossible to get the ""collect em all trophy"" making a platinum sometimes completely impossible. There is quest where you get locked into a dungeon and seriously your only way out is using a different glitch. The horse mechanics are kinda clunky. Sometimes I sheathe my sword in the middle of battle which can get really frustrating. This happens a lot when I'm fighting humanoid creatures like dongs and monsters at the same time and have to switch between swords. Well sometimes I sheathe one and never pull out the other. I've had quests that don't complete the way they should too.That being said this game is freaking so fun. I absolutely loved the gwent side game what a blast. I wish fallout 4 were half as good as this game..... or if walmart had a better return policy on video games but thats for a different rant. If you haven't played this game  you need to it's the most enjoyable single player experience I've had on a nextgen console. Lastly you can't go wrong when you put in a pair (or a hundred) of real ta tas lol. Honestly this title must have put the ESRB through the ringer. Anyway this game is freaking amazing play it they play it again they get the dlc and play that.\"
2015,Witcher 3,"It's been months since I played The Witcher 3: Wild Hunt so it is with a clear mind that I can say this is the best RPG ever created.  So many excellent quests, even side quests are better than most games main quests.  Excellent combat choices keep the game fresh.  Great story, great graphics.  There isn't one weakness to speak of."
