"publisher","score","review"
"Gameplanet","85","Lara's return is a triumphant one, providing gamers with a visually breathtaking adventure around a well-realised island setting that harbours some dark secrets. Some more challenging puzzles and platforming would have been welcome, but as it stands, Tomb Raider is a thrilling reboot of a legendary franchise."
"SpazioGames","85","Miss Croft's return is a finely crafted action-adventure title, with solid game design choices and some spectacular moments. The action-packed gameplay can't really support the forcefully crude and violent narrative of the campaign though, and the lack of originality and challenge lessens the experience in the end. It's definitely a great game, but with some ballsy moves it could have been an amazing one."
"GameSpot","85","The single-player campaign here is the main attraction, and it is excellent. It doesn't try to rewrite the book on third-person action adventure games. But with its excellent controls, engaging heroine, thrilling combat, and fascinating setting, it doesn't need to."
"GameTrailers","85","A few things about the new Tomb Raider come across as wasted effort. The story of Lara’s transformation is sabotaged by the gameplay, and is frankly a little dorky, with an after-school special style multi-ethnic cast filled by lame sterotypes like angry black woman and scrap-happy Scotsman. Likewise a multiplayer mode, which nobody familiar with Tomb Raider would expect or even think to ask for, is competent but utterly unremarkable."
"Official Xbox Magazine","85","It’s all deftly anchored by a perceptive, nuanced narrative that helps fashion Croft into a convincing heroine who can weather extraordinary circumstances, while remaining convincingly human throughout. These quieter moments make what’s already a stunning ride even more worthwhile."
"Destructoid","85","Tightly produced, competent in both its puzzling and its combat, this is one reboot that manages to be unequivocally superior to its predecessors."
"Pelit (Finland)","83","Tomb Raider is a solid action adventure that offers a thrilling ride, but adds very little new to the genre and sadly falls short of the idea of open-ended survival adventure it was first marketed as. [March 2013]"
"Multiplayer.it","83","Despite the interesting and open level design, Tomb Raider is more akin to the average action adventure than you would think. An overall linear experience, with plenty of cinematic sequences and over the top roller-coaster rides that falls somehow short of expectations when it comes to the survival matter."
"Toronto Sun","80","It’s a fine return to form for the heroine whose comically conical boobs once fuelled a thousand adolescent quests for mythical nude codes. Lara Croft’s a real girl now, with real motivations, fears and feelings. And this is one reboot we hope will stick."
"Joystiq","80","The combat is the best it's ever been, puzzles are short but satisfying, and Yamatai is a veritable platforming playground. For the series fanatic, there are loads of secrets to find and a new legend to digest. More importantly, it just may convince a new generation to like Tomb Raider again."
"games(TM)","80","There’s an awful lot to like about Tomb Raider. It takes the gameplay Uncharted has used to such great effect (which was, of course, nicked from Tomb Raider in the first place), and replaces wise-cracking gentleman-thief Nathan Drake with this new damaged Lara Croft, one of the most involving characters seen in a computer game to date."
"VideoGamer","80","It is extremely impressive, on both technical and artistic levels. With that degree of sheen does come a lack of edge, of course, and Tomb Raider is not a brave game. Nor is it one that’ll likely live long in the memory, but while you’re walking in Lara’s muddy size fours, it is spellbinding."
"Guardian","80","Lara's exquisite animation allows her to move through the world with unmatched grace, and the heavy emphasis on combat is more palatable thanks to its ease of interaction, Lara naturally crouching behind cover and switching between her bow, pistol, rifle and shotgun with rare quickness and ease."
"Giant Bomb","80","Tomb Raider might be guilty of trying to do too many things at once, but the relative quality of each one of those individual things is high enough that the whole is still pretty satisfying."
"Metro GameCentral","80","A great cinematic action adventure, with one of gaming’s great lead performances, although its Tomb Raider DNA seems fragmented and even degenerative in parts."
"Eurogamer Italy","80","Crystal Dynamics built a gorgeous game, with a lot of good ideas and an astonishing artistic direction. Unfortunately, the game script is poor, and the lack of strong characters and design innovations make the latter part of Tomb Raider a spectacular third person shooter, but one without personality."
"Official Xbox Magazine UK","80","An excellent game that, while paying tribute to Lara Croft's heritage, certainly feels like a new beginning - mechanically as well as thematically. It's visually dazzling, narratively affecting, dangerously near best-in-class when it comes to solid shooting, vertiginous platforming and ballsy set plays... and bodes fantastically for any future instalments."
"EGM","80","When taken for what it is—and not what it could have been—we’ve been given a game that serves as a fantastic first step, but which also is clearly only a first step in what will be an arduous journey."
"Edge Magazine","80","Whether she’s huddled up against the cold or sending five men to their doom with an explosive arrow, this is still Lara Croft, one of gaming’s most distinctive heroes – and now she has a personality that extends far beyond the bounds of her bra straps. If the purpose of a reboot is to redefine a character and set them up for the future, then this is a job well done."
"Eurogamer","80","Beneath the noise there is an engaging story clamouring to be heard, and there are moments of true beauty, serenity and pathos fighting for attention. The game does get better as it goes on, and despite the distractions the last few hours are a pleasure to play. At the centre of it all is a brilliant character, still iconic but more human and believable than she's ever been before."
"ActionTrip","77","Our main beef is that the developers have spent an excessive amount of time polishing and perfecting those cinematics and QTEs, instead of developing more engaging puzzles and even the occasional riddle wouldn’t have gone amiss."
"Xbox Achievements","75","There is a platform here for Crystal Dynamics to take Lara’s shenanigans to a new level, but a reliance on fairly bog standard shooter mechanics just doesn’t do the franchise any justice and as a result, means Tomb Raider falls short of being a truly great game."
"Games.cz","70","A good comeback of the most popular gaming heroine ever. Tomb Raider is a pleasing and relaxing thing that is not going to bore you. However, this is not a game you are going to remember in a few months as a something special."
"Gamereactor Sweden","70","While it can be nice to be held by the hand, Crystal Dynamics' grip could have been a lot looser."
"Gaming Age","67","All in all, this Tomb Raider reboot isn’t perfect. But it is a step in the right direction for the series, and again marks the most fun I’ve had with a Tomb Raider title in a while. It’s got enough of that AAA polish to make it a contender, but I feel that the series is going to need some fresh ideas if it really wants to compete with the big hitters."
"GameCritics","65","Tomb Raider is a fine game, but something essential feels like it has been left out. Lara seems to have found the map, but missed the treasure."
"Machinima","60","It’s really hard to be excited about the future of Tomb Raider after this game. It fails where more successful films and games of its kind succeed: in its characters. The way in which Lara goes from inexperienced to full-on action movie hero survivalist is so jarring that it’s near impossible as a player to remain on the same emotional wavelength as the story. Because of this the rest of the game falters."
