"year","title","tags","description"
2014,"Farming Simulator 15","Simulation,Multiplayer,Open World,Moddable,Agriculture,Singleplayer,Realistic,Co-op,Relaxing,Driving,Economy,Physics,Management,Sandbox,Mod,Strategy,Online Co-Op,Family Friendly,Atmospheric,Massively Multiplayer",",About This Game,Welcome to the new generation of Farming Simulator!With a brand new graphics and physics engine, Farming Simulator 15 offers an immense open world, filled with details and visual effects transporting the Farming Simulator franchise to a new eraManage your own farm from harvesting to animal husbandry, and from the sales of fresh products to woodcutting, the benefits of your exploitation will allow you to develop, and invest in new and more powerful vehicles or toolsAcross hundreds of acres of land offered by the new Nordic environment, and a renovated North American environment, use and drive over 140 authentic vehicles and farming tools, from over 40 most famous manufacturers (including 20 new brands) New Holland, Ponsse, Case IH, Deutz-Fahr…This new equipment includes a selection of vehicles and tools entirely dedicated to a new activity in Farming Simulator woodcutting!In multiplayer, invite up to 15 friends to help you develop your farm Thanks to an active and passionate community, benefit from limitless new content new vehicles, tools, and even environments!"
2014,"Sir, You Are Being Hunted","Survival,Stealth,Robots,Indie,First-Person,Procedural Generation,Action,Singleplayer,Open World,Steampunk,Atmospheric,Comedy,Horror,FPS,Kickstarter,Multiplayer,Exploration,Sandbox,Adventure,Rogue-like",",About This Game,Sir, You Are Being Hunted is a procedurally-generated British horror in which tweed-wearing robots hunt you for sport Roam the landscape, scavenge for food, hide breathlessly in the undergrowth, flee in terror, and even fight back with stolen weaponsSir is a stealth and survival game unlike any otherAnd it now has multiplayer!Key FeaturesFirst-person stealth and survivalProcedurally-generated British landscapeFive biomes to explore castle, industrial, rural, mountainous, and fenlandInfinite replayability in a sandbox worldPowerful, brutal AI that becomes tougher as you playTea and biscuitsFoliage-based stealth systemScavenge to survivePlay as Sir or MadamRelentless BritishnessNEW! Be hunted with other terrified ladies & gentlemenEvery Game Unique!Sir, You Are Being Hunted is set on a mysterious archipelago generated procedurally by you, and therefore unique to each game you play You can define your own islands, each one created in moments by our rather clever British Countryside Generator These islands are then populated by a raving aristocracy of murderous robots, their robot hounds, and worse You job is simply to survive, and get homeYou're not entirely alone, though The disembodied voice of Walters, your butler, will help you and offer adviceUltimate AI ThreatSir's AI is one of the toughest in stealth, and as an open-world game, it's unique in its field The robots are some of the most aggressive and intelligent game enemies you will ever experience, and will pursue you even after losing sight of you Expect to be hunted!The Most British Of GamesSir, You Are Being Hunted is set in a parallel Britain, complete with bleak villages, rocky highlands, bramble-filled woodland, decrepit farms, and crumbling post-industrial landscapes Made with the remarkable power of our British Landscape Generator, these landscapes are enormously evocative and teeming with detail Take time to explore, and find that vital hidden flask of tea!"
2014,"Five Nights at Freddy's 2","Horror,Singleplayer,Survival Horror,Robots,Psychological Horror,Difficult,First-Person,Dark,Indie,Survival,Point & Click,Strategy,Atmospheric,Story Rich,Mystery,Fast-Paced,Resource Management,Historical,Perma Death,Adventure",",About This Game,Welcome back to the new and improved Freddy Fazbear's Pizza!,In Five Nights at Freddy's 2, the old and aging animatronics are joined by a new cast of characters They are kid-friendly, updated with the latest in facial recognition technology, tied into local criminal databases, and promise to put on a safe and entertaining show for kids and grown-ups alike!,What could go wrong?,As the new security guard working nights, your job is to monitor cameras and make sure nothing goes wrong after-hours The previous guard has complained about the characters trying to get into the office (he has since been moved to day-shift) So to make your job easier, you've been provided with your very own empty Freddy Fazbear head, which should fool the animatronic characters into leaving you alone if they should accidentally enter your office,As always, Fazbear Entertainment is not responsible for death or dismemberment"
2014,"Ryse: Son of Rome","Quick-Time Events,Rome,Action,Hack and Slash,Third Person,Historical,Adventure,Gore,Singleplayer,Multiplayer,War,Co-op,Linear,Atmospheric,Benchmark,RPG,Nudity,Open World,Short,Fantasy",",About This Game,Fight as a soldier Lead as a general Rise as a legend“Ryse Son of Rome” tells the story of Marius Titus, a young Roman soldier who witnesses the murder of his family at the hands of barbarian bandits, then travels with the Roman army to Britannia to seek revenge Quickly rising through the ranks, Marius must become a leader of men and defender of the Empire on his quest to exact vengeance – a destiny he soon discovers can only be fulfilled much closer to homeAbout Ryse Son of RomeJourney to the heart of the Roman Empire and experience the brutality of battle like never before as ""Ryse Son of Rome"" comes to PC with support for glorious 4K resolution Continuing Crytek's legacy for groundbreaking games, Ryse pushes PC hardware to its limits whilst drawing players deep into the bloody drama of ancient Rome“Ryse Son of Rome” is an immersive action-adventure story of struggle, brutality and heroism It follows a fearless Roman soldier named Marius Titus who joins the army to avenge the slaying of his family and emerges as a hero who must fight to save the Roman Empire“Ryse Son of Rome” presents a cinematic re-creation of the Roman Empire, its people, conflicts and landscapes in breathtaking detail and brings the brutality and intensity of Roman warfare to life in visceral detailFeaturesThe complete Ryse experienceThe PC version of “Ryse Son of Rome” offers the full experience, bundling the original Xbox One launch hit with all its DLC Taking full advantage of the PC4K gaming is another leap in graphics quality for PC gamers and Ryse is the perfect showcase for what’s now possible in high-end PC games “Ryse Son of Rome” leverages the power of Crytek’s CRYENGINE and the latest High-End PC gaming technology to present conflict in the Roman Empire like you’ve never seen it before Next-generation cinematic immersionMarius’ tale of revenge comes to life through new advancements in performance capture, allowing players to interact with believably realistic characters Brutally intense combat“Ryse Son of Rome” delivers a visceral, brutally realistic combat experience with epic-scale battles Relive the ruthless history of ancient Rome as you engage in raw close-quarters combat against the barbarian hordesCooperative gladiatorial combat in the ColosseumColosseum Mode, plunges you into the Arena to fight alongside a friend against an ever-changing array of enemies and challenges, to the roar of thousands of spectatorsA dynamic battlefield Colosseum Mode includes 26 multiplayer maps, with tile sets ranging from British camps to Roman villas and Egyptian desertsForge your own LegendYou decide your destiny, customizing your gladiator through gold and Valor (XP) with new armor, weapons, shields, and consumables to win the crowd and survive in the arena Bonus Content""Ryse Son of Rome"" for PC will come with all bonus material originally released as downloadable content for the Xbox One version, including •The Colosseum Pack containing two character skins and two Arena maps•The Mars’ Chosen Pack containing one new character skin, four Arena maps, and the new Survival mode•The Duel of Fates Pack containing two character skins, two Arena maps, and one additional Survival map•The Morituri Pack, with three new Arena maps, two Survival maps, and five solo Arena maps"
2014,"Murdered: Soul Suspect",NA,NA
2014,"Nether: Resurrected","Survival,Open World,Action,Multiplayer,Post-apocalyptic,Massively Multiplayer,Horror,FPS,Zombies,PvP,RPG,First-Person,Survival Horror,Indie,Co-op,Simulation,Adventure,Walking Simulator,Crafting,PvE",",About This Game,NETHERISBACK!  We have rolled back the game to Summer of 2014, when it first left Early Access and was still being developed by us, Phosphor Games Studio  RIGHT NOW- Single Player enabled It was not possible before, but now it's working, and it's hard!  Have fun surviving the monster-filled urban apocalypse alone- No more micro-transactions all items can be bought with in game cash- Multiplayer via player hosted servers! The old back end ripped out - no need for any login besides Steam  You control your community, and nobody can take your game from you againWHAT IS IN DEVELOPMENT- Custom server settings you decided how many players, how many Nether, how much gun spawns, etc- Modding tools![/b]- Bug fixes (including playing as a Nether, which was always pretty buggyGAME SUMMARYNether is a fast-paced survival game that forces you to make quick life-saving decisions in an unforgiving environment In this post-apocalyptic urban world, death is waiting around every corner, at the top of high-rise buildings, and in the grasp of powerful teleporting creatures known as 'Nethers' These creatures and the other players are real challenges to overcome, requiring tactical gameplay, awareness, stealth, and cooperation To navigate this high-tension environment, you must use skill and cunning in order to scavenge, trade, craft or loot for food, weapons, supplies, and other resources necessary to stay alive in a desolate and dangerous city Team up with other survivors and take advantage of group play, as a tribe, to complete treacherous world objectives, or play as a lone wolf in an attempt to endure the hostile environment In the end you must decide whether to Prey or PrayKey FeaturesEXPLOREThe game's landscape is a beautifully conceived vision of a post apocalyptic Chicago, ravaged by disaster and time Almost every low and high-rise building can be individually explored in a cityscape that stretches 150 blocks Beyond the city lies the Wastelands, an unforgiving desolate landscape that is slowly sinking into the earth SURVIVE, CRAFT, TRADE, LOOT AND SHOOTStart off, armed only with a kitchen knife and scavenge your way through an environment on a daily battle to stay alive Beware the Nether, poor mutated souls who roam the city in search of human flesh Scavenge for food and water to stay nourished, and search for useful items that could be crafted into makeshift weapons to help in your battle for life  Hunt and kill Nether to trade their body parts to the mysterious Cult located in the few markets that scatter the city Over time, build up your skills and earn rewards for surviving each precious new day But always beware of the other survivors who may be only one moment away from death, and see killing you and looting your possessions as their only salvation TRIBES AND TERRITORY WARS Find safety in numbers by joining a tribe Only tribes can capture and own territory, and the urban landscape is the perfect setting for turf domination Compete with rival tribes in territory wars for control of the city by capturing strategic landmarks to reap resources and experience; prove your dominance over all other tribes Spy on rival tribes or infiltrate and kill them by playing as a Nether Ambush them from above by swooping in for the kill using the wing suit Tribes change the survival experience by establishing a true social construct, with all the consequences of behavior that you would expect in the real world Your actions have real repercussions enforced organically through reputation and standingPLAYER AND GROUP MISSIONSPlayers can complete an assortment of individual or group missions to earn money, experience and reputation Perform vital supply runs between the markets, work with your tribe to take down the swarms of Nether lead by the vicious boss Reaper that sporadically surge to attack neighborhoods, or keep the creatures out of the Safezones by working in groups to repair the anti-nether devices when they failCHARACTER CUSTOMIZATION Nether offers a wide variety of character customization and allows you to play as a male or female character There is a huge selection of cosmetic items and player taunts to assert your individuality along with entire outfits to play roles like survivalist, soldier and biker - or even just play in your underwearOTHERHost your own private servers and control your settings and player populationFirst-person perspective creates a true survival experienceMeld of PvE (player versus environment) and PvP (player versus player) gameplayNew weapons and items become available as players explore the game worldUp to 64 players per game serverSingle purchase, downloadable client allows full game access without subscription"
2014,"Deus Ex: The Fall","Cyberpunk,RPG,Action,Stealth,Sci-fi,Singleplayer,First-Person,Adventure,Episodic,FPS,Shooter,Dystopian ,Short,Atmospheric,Transhumanism,Great Soundtrack,Futuristic",",About This Game,OVERVIEWDeus Ex The Fall is set in 2027– a golden era for science, technology and human augmentation, but also a time of great social divide and global conspiracy Powerful corporations have seized control from governments and command the drug supply needed by augmented humans to surviveIn this chaos Ben Saxon, a former British SAS Mercenary who underwent physical augmentation, is desperate for the truth behind the drug conspiracy Betrayed by his private military employers, the Tyrants, not only is his own life at risk but for all augmented humans, time is running out…Developed in collaboration with the original DEUS EX HUMAN REVOLUTION® team at Eidos-Montréal and N-Fusion; Deus Ex The Fall includes full Steam Achievements, Mouse & Keyboard control configurations, and Control Pad supportFEATURESThis is a port of the original DEUS EX THE FALL experience, first released on iOS and Android in 2013 – action, stealth, hacking, and social gameplay A prequel story to Deus Ex Human Revolution that builds on the DEUS EX universe Fight for survival in a global conspiracySTORY DRIVEN ACTION-RPGThe search for the truth spans from mafia hideouts in Moscow to the slums of PanamaEvery action has a consequence Hours of gameplay with multiple ways to playTHE DEUS EX EXPERIENCEPlay the way you want- high-impact action or stealthOriginal, immersive storyline Numerous side quests Fully explorable environmentsSocial and hacking skillsHigh impact action and combat Unique visual designPC STEAMWORKS OPTIMIZATIONSFull Mouse & Keyboard control scheme (please note keyboard bindings are not configurable)Microsoft Controller support28 Steam achievementsSteam Trading Cards and BadgesAdjusted Artificial IntelligenceRevised game tutorialRemoval of auto-target optionsRevised aiming reticuleRemoval of in-game purchase options, with rebalanced game economyRevised cover options - now matches Deus Ex Human Revolution (HOLD or Toggle)Resolution, Anti-Aliaising and Vertical Sync options"
2014,"The Culling Of The Cows","Indie,Casual,Action,Strategy,Tower Defense,Zombies,Shooter,2D,Side Scroller,Gore",",About This Game,The Culling Of The Cows is a side-scrolling shooter / tower defence game You will take the role of Sammy, a soliloquizing schizophrenic farmer with a self prophesied mission to lay waste to the disease spreading over his farmWith his dusty old 12 gauge at his side and god at his back, Sammy isn’t going to be taking too kindly to the infectious chaos of the big city’s leaking its way out into wild country When all the lunacy started Sammy consulted God on what he should do, and the response was KILL THEM! KILL THEM ALL!!!!Steam Big PictureFeaturesFull Controller supportSteam AchievementsFast paced action mixed with strategic gameplay40 levels of critters that need a good butcheringCheat ConsolePlough your way through herds of shamblers and ravenous cattleEasy to pick up and play, but gets quite challenging"
2014,"Car Mechanic Simulator 2014","Simulation,Singleplayer,Education,First-Person,Realistic,Puzzle,Masterpiece,Racing,Strategy,Indie,Great Soundtrack,Multiplayer,Casual",",About This Game,Now you can own and operate your own auto repair service with PlayWay’s Car Mechanic Simulator 2014Car Mechanic Simulator 2014 gives you the behind the scenes view of the daily dealings at local garages and dealership repair shops Interact with car owners seeking repairs Order parts and materials necessary to maintain inventory including used car parts to help keep consumer costs low Purchase repair manuals to enable you to work better, faster and earn more income! Work on eight different car models including Town Cars, Compacts, Sedans, SUVs, Family Cars, SUVs VANs, and Limousines Gain experience with over 120 different repairs including brakes, transmission fixes, body shop work, steering and alignment adjustments, chip tuning, diagnostic analysis, test drive pad, OBD scanning, oil changes, fix broken parts and engage in dozens of other tasksCar Mechanic Simulator 2014 is a must have for auto mechanics and fans of the world’s most popular autos!4X4 Expansion Pack  provides 20 new F2P work orders for various repairs of 4X4 off road vehicles and is available at no cost to owners of the baseline Steam-enabled releaseThe primary 4X4 car is a separate body frame with rigid, live front and rear axles It presents unique new maintenance challenges far different from those in the base version of Car Mechanic Simulator 2014 Once installed, new parts appear in the garage shop including front and rear axles, drive shafts, special off-road shock absorbers and a rear muffler The new vehicle is also available in endless mode 4x4 Expansion Pack featuresBrand new 4x4 car with new set of parts 20 new repair orders to complete1/4 Mile Expansion Pack comes with new test track, where you can check the performance of tuned cars Enter the world of car tuners and equip cars with sport parts to increase their performance and meet your customers demandsCHECK OUT UPDATES AND NEWS ABOUT CAR MECHANIC SIMULATORhttps//wwwfacebookcom/PlayWayGameshttps//twittercom/Play_Wayhttp//wwwplaywaycom"
2014,"One Finger Death Punch","Action,Fast-Paced,Indie,Beat 'em up,Fighting,Singleplayer,Addictive,2D,Casual,Martial Arts,Difficult,Arcade,Great Soundtrack,Epic,Rhythm,Mouse only,Blood,Gore,Masterpiece,Funny",",About This Game,Experience cinematic kung-fu battles in the fastest, most intense brawler the indie world has ever seen! With the unique 11 response system of One Finger Death Punch, players will feel the immediate feedback of every bone-crunching hitPay tribute to the masters using five classic kung-fu styles mixed with additional weapons Combine face-to-face combat with throwing weapons to recreate complex fight choreographies or just send bad guys flying through glass windows Explore a world map with over 250 stages, 13 modes, and 3 difficulty levels Unlock 21 different skills that can be combined in thousands of ways to assist you in your journey Put your kung-fu to the ultimate test in the survival modeOne Finger Death Punch is a game you can “feel” The direct connection between your mouse and your character on the screen will be a new experience for many players When you string together a long, complex string of kills, it feels like something “you” did rather than something the game let you do When you play it you feel like you’re actually playing a Xiao Xiao stick animation video We took inspiration from every kung-fu film we’ve seen Every bit of effort was poured into delivering an easy to play game that was as addictive to play as TetrisEvery Press Matters! DO NOT BUTTON MASH!One of the biggest challenges we had while making the game is stopping the player from button mashing When our friends play tested our game they’d instinctively button mash, they couldn’t help themselves It must have been the many years of playing other brawlers that engraved it in their minds the notion of rapidly pressing buttons to kill your foes The game’s designed in such a way that if you button mash, you die Every press matters Although playing the game should still be simple, you see a bad guy in front of you, you attack him, he dies If you punch even once when there’s no enemy in front of you, you’re going to miss If you miss, chances are you’re going to get hit It’s a simple system but it’s ruthless to button mashers We spent much time setting up visual and audio queues as well as many warnings trying to steer players away from their natural button mashing tendencies"
2014,"Valkyria Chronicles","Anime,Strategy,Turn-Based,RPG,Story Rich,JRPG,Tactical,Singleplayer,Great Soundtrack,Strategy RPG,Tactical RPG,Third Person,Tanks,War,Action,Turn-Based Strategy,World War II,Romance,Classic,Female Protagonist",",About This Game,The critically acclaimed RPG Valkyria Chronicles invades PC in 1080p True HD!All previously released DLC includedSet in a fictitious continent reminiscent of the 1930s, Valkyria Chronicles depicts Europa, divided and ruled by two super powers the Empire and the Federation The Empire has set its sights on invading the principality Gallia, which shares its borders with the two superpowers, in an attempt to secure an invaluable natural resource, Ragnite Within this struggle a hero named Welkin, and his fellow soldiers of the Gallian Militia, ‘Squad 7’ are fighting back against the invasion and the Empire’s attempts to unify the continent under its power During the ensuing war, Squad 7 discovers that the Empire possesses a secret weapon, known as the “Valkyrur” – an ancient race with special powers thought to exist only in legends With this new discovery, the fate of Gallia’s ability to defeat the Empire and save the lives of the Gallian citizens… “CANVAS” graphics engine A unique engine that produces breath taking images that look like watercolour paintings in motion“BLiTZ” tactical battle system Experience strategic maneuvering of units combined with conventional RPG gameplay, all layered on top of the moment to moment action afforded by real-time controls as players command each squad member and tank in battleEpic storyline Players will immerse themselves in the epic struggle for freedom, as the fate of the world lies in the hands of Welkin and the members of the 7th platoonCustomisation Over 100 customisable characters allow players to create a variety of platoons to suit each battle’s needsBeautifully rendered battlefields Players explore 30 different environments, using unique terrain features to gain advantages in battleAdditionally this brand new PC digital version comes bundled with all previously released DLC, including Hard EX Mode (harder versions of skirmish missions in the main game)Edy’s Mission “Enter the Edy Detachment” (a side story campaign)Selvaria’s Mission “Behind Her Blue Flame” (a side story campaign)Challenge of the Edy Detachment (six challenge missions)"
2014,"RollerCoaster Tycoon: Deluxe","Simulation,Management,Sandbox,Strategy,Classic,Singleplayer,Building,Masterpiece,Funny,Isometric,Multiplayer,City Builder,Resource Management,Colorful,Family Friendly,Real-Time with Pause,Open World,Relaxing,Great Soundtrack,Casual",",About This Game,Take a trip to fame and fortune by building the biggest, best, scariest, and most thrilling rides ever seen in any theme park Can you make money in this volatile business? Can you become the ultimate Roller Coaster Tycoon? One of the best games from acclaimed Tycoon series, with well designed gameplay mechanics, appealing graphics, and really high re-playability value There’s no limit to what you can create so design and build the most thrilling roller coaster the world has ever seen - and buckle up for the ride of your life! Includes RollerCoaster Tycoon and its two expansions Corkscrew Follies and Loopy Landscapes4 out of 5 scientists agree this is one of the most enjoyable and addicting games in existence!Design and construct your own roller coaster rides or choose from fantastic pre-built designs, all with accurately simulated motion physics"
2014,"Battle Islands","Strategy,Free to Play,Multiplayer,World War II,Action,Casual,Tower Defense,Singleplayer,War,Co-op,Building,Online Co-Op,RPG,Adventure,Funny,Indie",",About This Game,""It’s 1942, and deep in the South Pacific your platoon of crack troops lands on a tropical island, but can you defeat enemy forces and hold your ground to fight another day? You’ll need to act quickly in this action-packed, WW2-themed battle strategy game – Control air, sea, and land forces, build your garrison, battle against friends and create powerful allegiances!  Control troops, jeeps, tanks, boats and warplanes over air, sea, and land  as you vie for superiority deep in the South Pacific  Build and improve your military might, and use it to raid and pillage enemy islands and capture their resources  Make sure you've a strong garrison - your enemies are itching to invade!  Exciting Real-time strategy and combat gameplay  Battle against friends in the fight for supremacyIT'S TIME FOR BATTLE, SOLDIER!"""
2014,"Dead Rising 3 Apocalypse Edition",NA,NA
2014,"Serena","Horror,Indie,Free to Play,Point & Click,Adventure,Psychological Horror,Story Rich,Dark,Short,First-Person,Atmospheric,Mystery,Singleplayer,Puzzle,Walking Simulator,Hidden Object,Multiplayer,Co-op",",About This Game,How long has it been? A man sits in a distant getaway cabin waiting for his wife Serena Where is she? Things in the cabin evoke memories, and the husband comes to a disturbing realization          This short point-and-click adventure is the result of a massive collaborative effort between dozens of fans and designers of adventure games Rallying to support the venerable genre and its passionate community, these developers have brought together a grim and highly detailed horror story in what is the largest, possibly even the first, game project of its kind Talents include crew from renowned indie companies Senscape, CBE Software, Infamous Quests, Digital Media Workshop, Guys from Andromeda, and many moreFeaturesA (twisted) love letter to the adventure game communityOver 40 contributors provided their wit and talentsExtremely depressive mood, and a bit of fear here and thereA haunting story that will challenge your intellect (and temerity)Amazing voice acting by legendary adventure game designer Josh MandelMore awesome acting by popular video producer Pushing Up Roses Yet another overwhelmingly astonishing surprise cameo by an ex-designer from Sierra!Did we mention the gut-wrenching atmosphere?"
2014,"Sunrider: Mask of Arcadius","Anime,Visual Novel,Free to Play,Turn-Based Strategy,Mechs,Strategy,Space,Nudity,Sci-fi,Turn-Based,RPG,Singleplayer,Indie,Great Soundtrack,Story Rich,Tactical,Action,Hex Grid,Difficult,Romance",",About This Game,As Captain Kayto Shields, embark on a galactic voyage of heroism and survival With his home world destroyed and his nation conquered, the inexperienced Captain Shields, and his newly minted vessel, the Sunrider, are left as the only hope against a galactic evil intent on subjugating all sentient life Together with his loyal First Officer, he undertakes to find allies across the stars to retake his home planet and restore peace to the galaxy Sunrider Mask of Arcadius is the second installment in the Sunrider trilogy, which includes all of the content of First Arrival Save the galaxy in this epic adventure through the stars!FeaturesYour homeworld conquered, your mission is to gather a team of pilots for your mecha squadron Build your relationship with your allies by interacting with them between battles Find out your squadmates’ back stories and help shape their destiniesManage a squadron of mechs and your own assault carrier Victory on battle depends on proper allocation of funds between researching new technologies, purchasing better weapons, and balancing limited funds between mechs to suit your play styleCommand your forces in turn-based tactical missions Properly manage each mechs’ strengths and weaknesses to maximize your offensive capabilities and minimize casualties  Each mech has a suite of unique weapons and equipment which gives every pilot a unique battlefield roleTravel through the galaxy on missions and fight the enemy throughout the stars Explore a deep world with a history spanning thousands of yearsHigh technical graphics show off extreme detail and stylish mecha actionThe story of Sunrider features the greatest elements of space opera – huge space armada battles, political intrigue, moral decisions, and romance Experience the vast scale of Sunrider!"
2014,"Batman: Arkham Origins Blackgate - Deluxe Edition","Action,Batman,Adventure,2.5D,Superhero,Platformer,Metroidvania,Singleplayer,Stealth,Beat 'em up,Comic Book",",About This Game,Batman Arkham Origins Blackgate - Deluxe Edition amplifies the 25-D game with new maps, enemy encounters, difficulty levels, batsuits, and enhanced visuals A companion game to Batman Arkham Origins, players can continue the storyline of the console version and discover more details of the Dark Knight’s past Featuring stealth gameplay, free-flow combat, and Batman’s famed arsenal of gadgets, the genuine Arkham experience is reproduced in a deep, action packed side-scrolling adventure"
2014,"Killing Floor - Toy Master","Free to Play,Horror,Multiplayer,Action,Zombies,Survival,Co-op,FPS,Mod,Shooter,First-Person,Gore,Singleplayer,Open World,Adventure,Sandbox,Funny,Online Co-Op",",About This Game,In a free, add-on mod for Killing Floor, created by David Hensley (with help from Killing Floor originator, Alex Quick), you can fight off the bizarre and warped toys of someone's nightmare, that are hell-bent on finishing you off All the standard Zeds are replaced with evil toys, set in the Devil's Dollhouse map"
2014,"Villagers and Heroes","Free to Play,Massively Multiplayer,RPG,Multiplayer,Open World,Indie,Adventure,MMORPG,Crafting,Sandbox,Fantasy,Survival,Medieval,Action,Co-op,Magic,Funny,Casual,FPS,Shooter",",About This Game,Join hundreds of thousands of players worldwide in an epic MMO in a massive 3D world filled with swords, sorcery, dungeons, dragons, wizards, warriors, quests galore, countless beasties, and people from all over the globe★ Explore a Massive World with Thousands of Story-Driven Quests★ Party-up with Friends to Raid the Lairs of Mallok’s Brood of Horrors★ Ride to Glory on a Nightmare Steed, a White Stallion and more★ Forge your own Weapons and outfits, enchanting them with exactly the Magical Spells and Heroic Feats you choose★ Level up your Talents to unleash Ultimate Abilities on your enemies★ Craft, Garden, Ranch, Fish, Mine and more ★ Build the Mightiest Village in the Seven Realms★ Seasonal Event Challenges★ Play seamlessly between Mobile and PCFeaturesFree to Play persistent world, 3D MMORPG in real-time!Epic Lair Battles against the Elders of Mallok to get the best raid gearThousands of challenging Story-Driven Quests, voiced by professional actors8 fully customisable character builds to play - Defender Warrior, Fire Wizard, Holy Priest, Assassin, Swift Warrior, Ice Wizard, Shadow Priest, and Bow MasterDeep Loot System with millions of item combinations Build your character to match your play styleUnique character customization optionsCraft and trade thousands of weapons, armor and itemsGnomish Augmentation, Fishing, Mining, Bug Collecting, Smithing, Tailoring, Cooking, Foraging, and CarpentryPlayer Housing with Ranching and GardeningOne-of-a-kind seasonal event zonesConsistent updates with an active development teamEndless ExplorationStep into bejeweled sunsets, or charge into hellish infernos  Face a zombie prince in a shadowy cavern of dangling staircases, or traverse icy mountains with savage winds and eerie magic  With hundreds of zones to choose from, Villagers & Heroes provides a truly vast world, one which offers players an unending palette of spectacularly diverse regions to explore and conquer, and to set their senses tingling inGnomish Augmentation = Sandbox GameplayThis unique feature is at the heart of the deep yet elegantly simple player choice system in Villagers & Heroes The weapons and armor that a player equips not only grant a versatile assortment of heroic feats and spells, but also a large array of proficiencies and augmented abilities The process of Gnogmenting gives the players the ability to mix, match, swap, replace, customize and design gear exactly how they want! Combine ancient elder gear with remarkable weaponry dropped from the monsters of the world Or craft your own gear using any or all of the 10 gathering and crafting skills available Gnogmenting is a completely free-form, sandbox system that is unmatched by any other game in its depth, and lets players test every tactic and indulge every creative whimStory-Driven Quests and Intriguing LoreDelve into the lore of V&H!  Learn about The Legendary Four – Marat, Celestia, Voltan and Calypso—those valiant heroes and the first of their classes, who came together during the nightmarish Shadow Years and sacrificed their lives to defeat the evil tyrant, Mallok, and his army of monstrosities  Light and prosperity were restored to the land, but foul creatures and twisted beasties still hunger for the darkness of old, and will stop at nothing to reclaim their savage rule of the realms  Challenging quests rife with mystery and danger await!"
2014,"Polarity","Puzzle,Indie,First-Person,Local Co-Op,Adventure,Singleplayer,Strategy,Action,Sci-fi,Platformer,Multiplayer,FPS,Great Soundtrack,Sandbox,Retro,Space,Co-op,Shooter,Atmospheric,Difficult",",About This Game,An incredible single-player experienceYou’re hired to hack into the most secure database on the planet by a client with big money and mysterious motives  Uncover the mystery as you progress deeper into the system’s core in this amazingly clever puzzle platformer  Polarity is made exclusively for experienced gamers  You’ll need clever wits and fast reflexes to beat the system’s security and reach the world-changing prize buried deep inside Full-featured co-op campaignPolarity also features a separate two-player local coop campaign, which supports both gamepads and mouse & keyboard  “15 co-op campaign levels were created just for multi play, and they're just as satisfying as the solo content”-Co-optimuscomFinally, there’s a kinetic 2 player versus mode that leverages Polarity’s core mechanics“It's a bit like goalie vs goalie soccer, but it's a riot Gather the friends together, let's toss the ole cube around”-Co-optimuscom"
2014,"Floating Point","Free to Play,Casual,Indie,Relaxing,Physics,2D,Singleplayer,Great Soundtrack,Beautiful,Point & Click,Puzzle,Open World",",About This Game,Floating Point is a free, peaceful game about using a grappling hook to swing yourself gracefully through randomly generated spaces In the air, you're fighting gravity When you splash down beneath the water, you're fighting your own buoyancy to swing yourself further into the depths,The only objective is to collect points, and the only thing that increases your points is swinging swiftly, smoothly and elegantly without hitting anything As you pick up momentum, you start to glow, the bars you're collecting rise up, the music kicks in, and your trajectory burns a bright red line in the air, drawing huge, beautiful mathematical curves of your arcing flight,Also the name is a pun, so that's cool"
2014,"Velvet Sundown",NA,NA
2014,"Infinity Wars: Animated Trading Card Game","Free to Play,Trading Card Game,Card Game,Strategy,Massively Multiplayer,Indie,Multiplayer,Tactical,Fantasy,Turn-Based,Early Access,Action,Adventure,RPG,Singleplayer",",About This Game,Welcome to a unique trading card game that blends rich lore and artwork with innovative gameplay mechanics that are both simple to learn, and hard to master Play with fully animated cards in 3D battlefields, and assemble decks from over 800 cards and 8 stylized factions Choose any factions you like, in combinations or in full purity, and customize your strategy to your play style Explore the strategic depth of simultaneous-turn gameplay in a number of PvP game modes and an expansive PvE campaign system With unlimited card trading and rich reward systems, Infinity Wars Reborn is a genuinely free-to-play trading card gameFeatures Unrivaled Strategic Depth - Outmaneuver your opponents with defensive and offensive posturing With the simultaneous-turn mechanic, foresight and cunning will prove the difference between victory and defeat Fully Animated Artwork - Breath life into your trading card experience with 3D battlefields and over 800 beautifully animated cards Genuine Free-To-Play - Acquire all cards in the Infinity Wars Universe without ever needing to put money down Earn cards simply by logging-in!  Rich PvP Game Modes - Craft your deck and take to the battlefield in ranked and casual play; draft decks and join Rift Runs to score epics rewards; battle opponents with curated decks to explore new cards and ensure a level playing field for newer PvP players  Robust PvE Campaign - Delve into the Infinity Wars lore with a 21-mission campaign spanning multiple factions and worlds Unlimited Card Trading - Build your decks with precision and engage the community with an unlimited card trading system "
