"Year","Game","Appid","Developer","Publisher","PriceRange","MdPlayTime","Index","PlayerOption","VisualOption","TraitOption","MainTags"
2012,"Alan Wake's American Nightmare",202750,"Remedy Entertainment","Remedy Entertainment","$5-$10",156,0,"singleplayer","none","controller","action,arcade,adventure,horror,third person"
2012,"Worms Revolution",200170,"Team17 Digital Ltd","Team17 Digital Ltd","$2-$5",76,70.45323741,"multiplayer,local multiplayer,singleplayer,4 player local","2.5d,2d","none","strategy,turn-based strategy,turn-based,comedy,physics"
2012,"Risen 2: Dark Waters",40390,"Piranha Bytes","Deep Silver","$5-$10",605,61.74418605,"singleplayer","none","great soundtrack","rpg,pirates,open world,adventure,third person"
2012,"Star Trek Online",9900,"Cryptic Studios","Perfect World Entertainment","FREE",533,63.29277567,"massively multiplayer,multiplayer,singleplayer","none","free to play","sci-fi,space,rpg,mmorpg,open world"
2012,"Hell Yeah! Wrath of the Dead Rabbit",205230,"Arkedo","SEGA","$10-$20",23,69.23809524,"singleplayer","2d","great soundtrack,controller","platformer,action,funny,gore,adventure"
2012,"POSTAL 2",223470,"Running With Scissors","Running With Scissors","$5-$10",100,67.28414443,"singleplayer,multiplayer","none","none","violent,adventure,first-person,dark humor,action"
2012,"Cortex Command",209670,"Data Realms","Data Realms, LLC","$10-$20",231,61.79166667,"singleplayer,local multiplayer,multiplayer,4 player local","2d,pixel graphics","replay value","action,physics,difficult,rts,indie"
2012,"Jet Set Radio",205950,"Blit Software","SEGA","$5-$10",95,68,"singleplayer","colorful","great soundtrack,controller","classic,action,platformer,3d platformer,arcade"
2012,"Viking: Battle for Asgard",211160,"Creative Assembly, PC Port - Hardlight","SEGA","$10-$20",258,60.3902439,"singleplayer","none","controller","open world,mythology,action,adventure,hack and slash"
2012,"Super Crate Box",212800,"Vlambeer","Vlambeer","FREE",1,78,"multiplayer,singleplayer","pixel graphics,2d","free to play,controller,great soundtrack","arcade,retro,indie,platformer,action"
2012,"Thief Gold",211600,"Looking Glass Studios","Square Enix","$5-$10",11,0,"singleplayer","dark,1990's","none","stealth,action,classic,first-person,atmospheric"
2012,"Legend of Grimrock",207170,"Almost Human Games","Almost Human Games","$10-$20",122,81.42044518,"singleplayer","none","replay value","grid-based movement,puzzle,real-time,tactical,dungeon crawler"
2012,"Divine Divinity",214170,"Larian Studios","Larian Studios","$5-$10",183,82.8516624,"singleplayer","2d","great soundtrack","rpg,adventure,action,fantasy,isometric"
2012,"Waveform",204180,"Eden Industries","Eden Industries","$1-$2",9,0,"singleplayer","2d","great soundtrack","puzzle,arcade,action,difficult,adventure"
2012,"Lone Survivor: The Director's Cut",209830,"Jasper Byrne","Superflat Games","$10-$20",0,78.02617801,"singleplayer","pixel graphics,2d,dark","great soundtrack","horror,survival horror,adventure,action,simulation"
2012,"Wargame: European Escalation",58610,"Eugen Systems","Focus Home Interactive","$5-$10",158,0,"singleplayer,multiplayer","none","none","strategy,military,cold war,wargame,war"
2012,"Kingdoms of Amalur: Reckoning",102500,"Big Huge Games, 38 Studios","38 Studios, Electronic Arts","$10-$20",193,68.7173913,"singleplayer","none","controller,great soundtrack","rpg,action,magic,fantasy,open world"
2012,"LEGO The Lord of the Rings",214510,"Traveller's Tales","Warner Bros. Interactive Entertainment","$10-$20",85,80.69849246,"singleplayer,local multiplayer,multiplayer","3d vision","controller","lego,adventure,action,local co-op,comedy"
2012,"Deadlight",211400,"Tequila Works, S.L.","Microsoft Studios","$10-$20",79,74.45234249,"singleplayer","2d,2.5d","great soundtrack,controller","platformer,survival,horror,zombies,indie"
2012,"Giana Sisters: Twisted Dreams",223220,"Black Forest Games","HandyGames, Black Forest Games","$10-$20",0,77,"singleplayer,multiplayer,local multiplayer","2.5d,2d","great soundtrack,controller","platformer,difficult,indie,action,female protagonist"
2012,"Thomas Was Alone",220780,"Bithell Games","Bithell Games","$5-$10",0,79.65877712,"singleplayer","2d,colorful","great soundtrack","platformer,indie,narration,minimalist,puzzle"
2012,"Prototype 2",115320,"Radical Entertainment","Activision","Above $25",67,66.61343013,"singleplayer,multiplayer","none","none","action,open world,parkour,sandbox,gore"
2012,"Tiny and Big: Grandpa's Leftovers",205910,"Black Pants Studio","Black Pants Studio","$5-$10",0,74.75376884,"singleplayer","none","great soundtrack","indie,physics,platformer,beautiful,puzzle"
2012,"Serious Sam 2",204340,"Croteam","Devolver Digital","$5-$10",89,72.1504065,"multiplayer,singleplayer","colorful","great soundtrack","action,co-op,first-person,shooter,classic"
2012,"Deponia",214340,"Daedalic Entertainment","Daedalic Entertainment","$5-$10",136,77.58284024,"singleplayer","2d","great soundtrack","adventure,comedy,puzzle,hand-drawn,point & click"
2012,"Shank 2",102840,"Klei Entertainment","Klei Entertainment","$5-$10",61,67.95061728,"singleplayer","2d","controller","action,co-op,beat 'em up,indie,adventure"
2012,"Warlock - Master of the Arcane",203630,"Ino-Co Plus","Paradox Interactive","$20-$25",53,0,"multiplayer,singleplayer","none","none","strategy,magic,turn-based strategy,fantasy,turn-based"
2012,"Binary Domain",203750,"Devil's Details","SEGA","$10-$20",60,74.71889401,"singleplayer,multiplayer","none","controller","action,robots,shooter,futuristic,atmospheric"
2012,"Little Inferno",221260,"Tomorrow Corporation","Tomorrow Corporation","$5-$10",0,72.10462287,"singleplayer","dark,2d","great soundtrack","indie,short,adventure,casual,puzzle"
2012,"Painkiller Hell & Damnation",214870,"The Farm 51","THQ Nordic","$10-$20",2,64.68525896,"singleplayer,multiplayer","none","remake,great soundtrack","action,co-op,shooter,fast-paced,classic"
2012,"Pid",218740,"Might and Delight","Might and Delight","$5-$10",0,68.34831461,"singleplayer,local multiplayer","2d","great soundtrack","adventure,puzzle,co-op,indie,platformer"
2012,"Lucius",218640,"Shiver Games","Shiver Games","$1-$2",242,59.82352941,"singleplayer","dark","none","horror,adventure,nudity,villain protagonist,indie"
2012,"Tomb Raider III",225320,"Core Design","Square Enix","$5-$10",0,82,"singleplayer","none","none","adventure,action,lara croft,puzzle,female protagonist"
2012,"Doom 3: BFG Edition",208200,"id Software","Bethesda Softworks","$10-$20",12,55.74418605,"singleplayer,multiplayer","dark,3d vision","great soundtrack","horror,classic,shooter,first-person,fps"
2012,"Superbrothers: Sword & Sworcery EP",204060,"Capybara, Superbrothers, Jim Guthrie","Capybara Games","$5-$10",0,70.05095541,"singleplayer","pixel graphics,2d","great soundtrack","adventure,point & click,puzzle,music,indie"
2012,"Continent of the Ninth Seal",212390,"Cloud 9 Studio","Webzen","FREE",0,63,"massively multiplayer,multiplayer","none","free to play","rpg,action,pvp,mmorpg,hack and slash"
2012,"Sonic Adventure 2",213610,"SEGA","SEGA","$5-$10",152,84,"singleplayer,local multiplayer,multiplayer","3d","great soundtrack,replay value","action,adventure,racing,platformer,3d platformer"
2012,"Tomb Raider IV: The Last Revelation",224980,"Core Design","Square Enix","$5-$10",0,0,"singleplayer","none","none","adventure,action,lara croft,action-adventure,puzzle"
2012,"Everquest",205710,"Daybreak Game Company","Daybreak Game Company","FREE",0,83.45414847,"massively multiplayer,multiplayer","none","free to play","fantasy,adventure,rpg,mmorpg,classic"
2012,"Really Big Sky",201570,"Boss Baddie","Ripstone","$2-$5",53,51,"singleplayer","2d","great soundtrack","space,shooter,indie,action,shoot 'em up"
2012,"Dungeons & Dragons Online",206480,"Standing Stone Games, LLC","Standing Stone Games, LLC","FREE",166,0,"massively multiplayer,multiplayer","none","free to play","rpg,mmorpg,action,adventure,dragons"
2012,"Dwarfs - F2P",213650,"Power of 2","Tripwire Interactive","FREE",43,75,"singleplayer,multiplayer","2d","free to play","casual,arcade,sandbox,strategy,indie"
2012,"Tomb Raider II",225300,"Core Design","Square Enix","$5-$10",1,81,"singleplayer","1990's","none","adventure,action,female protagonist,classic,lara croft"
2012,"Sacred 2 Gold",225640,"Ascaron","Deep Silver","$10-$20",0,75,"multiplayer,singleplayer","none","none","fantasy,rpg,open world,hack and slash,action rpg"
2012,"Divinity II: Developer's Cut",219780,"Larian Studios","Larian Studios, Focus Home Interactive","$10-$20",12,79,"singleplayer","none","great soundtrack","rpg,dragons,adventure,fantasy,open world"
2012,"Stronghold 3 Gold",47400,"FireFly Studios","FireFly Studios","Above $25",52,56.30769231,"multiplayer,singleplayer","none","none","medieval,strategy,city builder,simulation,rts"
2012,"Tomb Raider V: Chronicles",225000,"Core Design","Square Enix","$5-$10",0,0,"singleplayer","none","none","lara croft,adventure,action,female protagonist,puzzle"
2012,"Tomb Raider VI: The Angel of Darkness",225020,"Core Design","Square Enix","$5-$10",0,0,"singleplayer","none","none","action,adventure,lara croft,female protagonist,third person"
2012,"Planets Under Attack",218510,"Targem Games","Topware Interactive","$5-$10",231,49,"multiplayer","none","none","space,strategy,indie,sci-fi,NA"
2012,"Tomb Raider I",224960,"Core Design","Square Enix","$5-$10",3,0,"singleplayer","1990's","great soundtrack","adventure,lara croft,puzzle,exploration,action"
2012,"Thief II: The Metal Age",211740,"Looking Glass Studios","Square Enix","$5-$10",0,88.69565217,"singleplayer","dark","none","stealth,fps,classic,steampunk,atmospheric"
2012,"Rayman Origins",207490,"UBIart Montpellier, Feral Interactive (Mac)","Ubisoft, Feral Interactive (Mac)","$10-$20",27,84.45548654,"singleplayer,local multiplayer,4 player local,multiplayer","2d,colorful","great soundtrack,controller","platformer,adventure,action,co-op,local co-op"
2012,"Galactic Civilizations I: Ultimate Edition",214150,"Stardock Entertainment","Stardock Entertainment","$5-$10",150,0,"singleplayer","none","none","strategy,space,4x,sci-fi,turn-based"
2012,"Botanicula",207690,"Amanita Design","Amanita Design","$5-$10",3,82.97435897,"singleplayer","2d","great soundtrack","adventure,funny,point & click,indie,puzzle"
2012,"The Book of Unwritten Tales",215160,"KING Art","THQ Nordic","$10-$20",0,82.31477516,"singleplayer","none","great soundtrack","point & click,fantasy,puzzle,adventure,comedy"
2012,"Wizorb",207420,"Tribute Games Inc.","Tribute Games Inc.","$2-$5",3,0,"singleplayer","pixel graphics,2d","none","fantasy,indie,arcade,action,adventure"
2012,"Vessel",108500,"Strange Loop Games","IndiePub","$10-$20",0,79.79569892,"singleplayer","2d","great soundtrack","puzzle,physics,indie,platformer,steampunk"
2012,"PixelJunk Eden",105800,"Q-Games Ltd.","Q-Games Ltd.","$5-$10",0,75.32394366,"singleplayer","colorful,2d,pixel graphics","great soundtrack","indie,platformer,music,casual,action"
2012,"LEGO Harry Potter: Years 5-7",204120,"Traveller's Tales","Warner Bros. Interactive Entertainment","$10-$20",421,81.59813084,"singleplayer","none","controller","lego,adventure,magic,co-op,split screen"
2012,"Stacking",115110,"Double Fine Productions","Double Fine Productions","$5-$10",0,78.44385027,"singleplayer","none","none","adventure,puzzle,indie,comedy,third person"
2012,"Stealth Bastard Deluxe",209190,"Curve Studios","Curve Digital","$5-$10",0,0,"singleplayer","2d,pixel graphics","great soundtrack","stealth,puzzle,fast-paced,level editor,platformer"
2012,"F1 2012",208500,"Codemasters Birmingham","Codemasters","$10-$20",435,76.09433962,"multiplayer,singleplayer","none","controller","racing,driving,simulation,sports,realistic"
2012,"Intrusion 2",214970,"Aleksey Abramenko","Aleksey Abramenko","$5-$10",0,73.36507937,"singleplayer","2d","great soundtrack","action,platformer,physics,sci-fi,difficult"
2012,"Dustforce DX",65300,"Hitbox Team",NA,"$5-$10",0,78.53508772,"local multiplayer,singleplayer,4 player local","2d","great soundtrack","platformer,difficult,level editor,indie,time attack"
2012,"Offspring Fling!",211360,"Kyle Pulver","Kyle Pulver","$5-$10",0,74.26315789,"singleplayer","2d,pixel graphics","none","puzzle,cute,action,indie,platformer"
2012,"Waking Mars",227200,"Tiger Style","Tiger Style","$5-$10",0,77.82644628,"singleplayer","2d","none","adventure,mars,sci-fi,exploration,platformer"
2012,"Rocksmith",205190,"Ubisoft - San Francisco","Ubisoft","Above $25",0,80.13084112,"singleplayer","none","none","music,simulation,education,casual,rhythm"
2012,"Condemned: Criminal Origins",4720,"Monolith","SEGA","$10-$20",3,77.57971014,"singleplayer","dark","none","crime,horror,action,atmospheric,first-person"
2012,"Closure",72000,"Eyebrow Interactive","Eyebrow Interactive","$5-$10",20,72.80851064,"singleplayer","2d,dark","great soundtrack","puzzle,surreal,platformer,indie,puzzle-platformer"
2012,"Chaos on Deponia",220740,"Daedalic Entertainment","Daedalic Entertainment","$10-$20",159,79.9123506,"singleplayer","none","great soundtrack","adventure,puzzle,hand-drawn,sequel,atmospheric"
2012,"Quantum Conundrum",200010,"Airtight Games","Square Enix","$5-$10",0,76.03797468,"singleplayer","none","controller","puzzle,first-person,comedy,platformer,physics"
2012,"Magic: The Gathering - Duels of the Planeswalkers 2013",97330,"Stainless Games","Wizards of the Coast LLC","$5-$10",0,73.19047619,"multiplayer,singleplayer","none","none","strategy,magic,card game,trading card game,fantasy"
2012,"Legacy of Kain: Soul Reaver 2",224940,"Crystal Dynamics","Square Enix","$5-$10",175,82.27083333,"singleplayer","none","great soundtrack","vampire,gothic,adventure,action,story rich"
2012,"Sine Mora",207040,"Digital Reality","HandyGames",NA,0,74.53846154,"singleplayer","2d","controller","action,arcade,shooter,difficult,shoot 'em up"
2012,"McPixel",220860,"Sos","Sos Mikolaj Kaminski","$2-$5",15,65.12849162,"singleplayer","pixel graphics,2d","great soundtrack","short,indie,point & click,comedy,puzzle"
2012,"Insanely Twisted Shadow Planet",205730,"Shadow Planet Productions","Microsoft Studios","$10-$20",0,73.6,"singleplayer,multiplayer","2d","controller","adventure,action,puzzle,metroidvania,indie"
2012,"Ys Origin",207350,"Nihon Falcom","XSEED Games","$10-$20",288,81.00534759,"singleplayer","3d vision","great soundtrack,remake","rpg,action,difficult,jrpg,action rpg"
2012,"Symphony",207750,"Empty Clip Studios","Empty Clip Studios","$5-$10",32,75.54748603,"singleplayer","none","none","music,shooter,indie,action,shoot 'em up"
2012,"The Dark Eye: Chains of Satinav",203830,"Daedalic Entertainment","Daedalic Entertainment","$10-$20",121,75.68493151,"singleplayer","none","great soundtrack","adventure,fantasy,point & click,indie,puzzle"
2012,"Half Minute Hero: Super Mega Neo Climax Ultimate Boy",214830,"Opus","Marvelous","$5-$10",3,75,"singleplayer,multiplayer","2d,pixel graphics","great soundtrack","rpg,action,retro,parody ,casual"
2012,"Edna & Harvey: Harvey's New Eyes",219910,"Daedalic Entertainment","Daedalic Entertainment","$10-$20",31,75.88888889,"singleplayer","dark,2d","none","adventure,puzzle,point & click,dark humor,indie"
2012,"Snapshot",388280,"Retro Affect","Retro Affect","$5-$10",0,73.8,"none","none","none","utilities,photo editing,software training,NA,NA"
2012,"They Bleed Pixels",211260,"Spooky Squid Games Inc.","Spooky Squid Games Inc.","$5-$10",25,74.50920245,"singleplayer","pixel graphics,2d","great soundtrack","platformer,difficult,indie,action,horror"
2012,"King's Bounty: Warriors of the North",203350,"1C-SoftClub","1C Entertainment","$5-$10",0,72.78723404,"none","none","none","rpg,adventure,strategy,turn-based strategy,tactical"
2012,"Rocketbirds: Hardboiled Chicken",215510,"Ratloop Asia","Reverb Publishing","$2-$5",185,73.57692308,"singleplayer,multiplayer","2d","great soundtrack,controller","indie,adventure,co-op,puzzle,platformer"
2012,"The Testament of Sherlock Holmes",205650,"Frogwares","Frogwares","$10-$20",0,75.625,"singleplayer","none","none","adventure,detective,mystery,point & click,puzzle"
2012,"Beyond Divinity",219760,"Larian Studios","Larian Studios","$5-$10",91,73.21501706,"singleplayer","none","great soundtrack","rpg,adventure,action,isometric,classic"
2012,"Hard Reset Extended Edition",98400,"Flying Wild Hog","Good Shepherd Entertainment","$10-$20",31,83,"singleplayer","3d vision","none","cyberpunk,action,sci-fi,shooter,fps"
2012,"A New Beginning - Final Cut",105000,"Daedalic Entertainment","Daedalic Entertainment","$5-$10",0,70.91970803,"singleplayer","2d","none","adventure,point & click,indie,sci-fi,post-apocalyptic"
2012,"Toy Soldiers",98300,"Signal Studios","Microsoft Studios","$5-$10",6,73.04761905,"singleplayer","none","none","strategy,action,tower defense,world war i,casual"
2012,"Tom Clancy's Ghost Recon: Future Soldier",212630,"Ubisoft Paris, Red Storm Entertainment","Ubisoft","$10-$20",106,56.17928287,"multiplayer,singleplayer","none","none","co-op,military,action,stealth,third-person shooter"
2012,"Legacy of Kain: Defiance",224300,"Crystal Dynamics","Square Enix","$5-$10",40,77.10582011,"singleplayer","none","none","vampire,action,adventure,story rich,dark fantasy"
2012,"Splice",209790,"Cipher Prime Studios","Cipher Prime Studios","$5-$10",8,72.32653061,"singleplayer","none","great soundtrack","puzzle,indie,casual,relaxing,touch-friendly"
2012,"Home",215670,"Benjamin Rivers Inc.","Benjamin Rivers Inc.","$2-$5",322,65.23255814,"singleplayer","pixel graphics,2d,dark","none","adventure,horror,mystery,indie,short"
2012,"Of Orcs And Men",216910,"Cyanide Studio - Spiders Studios","Focus Home Interactive","$10-$20",0,67.83832335,"singleplayer","none","controller,great soundtrack","stealth,rpg,fantasy,action,story rich"
2012,"Primal Carnage",215470,"Lukewarm Media","Reverb Triple XP, Circle 5","$5-$10",151,71.16129032,"multiplayer,massively multiplayer,singleplayer","none","none","dinosaurs,shooter,team-based,first-person,pvp"
2012,"Oil Rush",200390,"Unigine Corp.","Unigine Corp.","$5-$10",0,66.61403509,"singleplayer","none","none","strategy,naval,indie,rts,tower defense"
2012,"I Am Alive",214250,"Ubisoft Shanghai","Ubisoft","$10-$20",2,61.53061224,"singleplayer","dark","none","survival,post-apocalyptic,adventure,atmospheric,action"
2012,"A Virus Named TOM",207650,"Misfits Attic","Misfits Attic","$5-$10",0,64.20805369,"local multiplayer,singleplayer,4 player local","2d","none","puzzle,action,co-op,indie,strategy"
2012,"Blades of Time",208670,"Gaijin Entertainment Corporation","Gaijin Entertainment Corporation","$5-$10",2,70.14035088,"singleplayer,multiplayer","none","controller","action,adventure,female protagonist,hack and slash,third person"
2012,"Jagged Alliance - Back in Action",57740,"Coreplay GmbH, Bigmoon Studios","THQ Nordic","$10-$20",547,85,"singleplayer","none","remake","strategy,rpg,tactical,action,turn-based"
2012,"Carrier Command: Gaea Mission",65740,"Bohemia Interactive","Bohemia Interactive","Above $25",0,59.03630363,"singleplayer","3d vision","remake","strategy,action,tactical,sci-fi,rts"
2012,"Tower Wars",214360,"SuperVillain Studios","SuperVillain Studios","$5-$10",0,62.41025641,"multiplayer,singleplayer","none","none","tower defense,strategy,indie,steampunk,co-op"
2012,"Game of Thrones",208730,"Cyanide Studios","Focus Home Interactive","$10-$20",0,62.26655348,"singleplayer","none","controller","action,fantasy,medieval,adventure,rpg"
2012,"SpellForce 2: Faith in Destiny",65530,"Mind Over Matter Studios","THQ Nordic","$10-$20",0,56.07843137,"none","none","none","rts,strategy,rpg,fantasy,NA"
2012,"Nexuiz",96800,"IllFonic","IllFonic, Psyop Games","$5-$10",0,61.30769231,"none","none","none","fps,action,arena shooter,NA,NA"
2012,"Sonic the Hedgehog 4 - Episode II",203650,"SEGA","SEGA","$5-$10",0,61.58333333,"local multiplayer,singleplayer,multiplayer","2d,colorful,2.5d","great soundtrack","adventure,platformer,co-op,action,local co-op"
2012,"A Valley Without Wind",209330,"Arcen Games, LLC","Arcen Games, LLC","$10-$20",0,58.66666667,"multiplayer,singleplayer","2d","controller","action,adventure,magic,loot,platformer"
2012,"Confrontation",204560,"Cyanide Studio","Focus Home Interactive","$5-$10",0,51.11764706,"none","none","none","action,rpg,strategy,fantasy,NA"
