"score","review"
6,"VERY REPETITIVE !  Go there, kill enemies, win experience and repeat. Go there, kill enemies win experience and repeat ...Combat system stealed from Batman videogame, parkour system stealed form Assasins Creed. Nothing really exiting about nemesis system. The game is ok, wait and buy it for 30 € or less."
2,"The game feels like a poor Assassin's Creed rip off.The camera is so bad that it becomes a challenge in itself. If you fight near a wall it completely goes crazy and points to random directions. It reminds me of old N64 games.The stealth mechanics are bad. It's an open world most of the time, so the enemies just have super small sight. You can kill 3 enemies stealthly when they areThe game feels like a poor Assassin's Creed rip off.The camera is so bad that it becomes a challenge in itself. If you fight near a wall it completely goes crazy and points to random directions. It reminds me of old N64 games.The stealth mechanics are bad. It's an open world most of the time, so the enemies just have super small sight. You can kill 3 enemies stealthly when they are all side by side and nobody notices. It's made to look like you are stealth, but in fact I think they found out that in LoTR orcs are deaf and have very poor vision. Also, there is no ""go behind the wall mechanics"", so when you go close to a wall, the camera focus on the wall and the controller gets clumsy (since you can't walk by the wall).Combat mechanics are a bit better, but still clumsy. Fighting has lots of button smashing and the player moves in random directions sometimes. To compensate for the easiness of button smashing, the game throws tons of monsters at you at the same time. This changes the mechanic into: button smashing, run far from everyone (which you do faster than them anyway), wait for them to come in line, button smashing and repeat. Also, the bow mechanic is worse than Tomb Raider. The only ok point of the combat system is that you don't have to actually switch weapons (press square you use the sword, press R2/L2 you use the bow).The open world part seems to be ok so far and the nemesis/famous orcs part works well. The respawn system is very aggressive (more than Destiny, for example). It means it is virtually impossible to get rid of all orcs in an area before killing the big guys. You kill a bunch of them, walk 15 steps, look back and there are more of them again. The only way to clear an area is killing the bug guys. It is designed like this because the fighting is very easy 1vs1.…"
8,"This game does justice to Tolkien's world.  Without going into deep narrative, many items are found and characters are met throughout Mordor that tells the Silmarillion up to the events beginning The Lord of the Ring.  The characters aren't top-notch realistic, yet the graphics, animation look great, especially in 1080p.  The combat is more like Batman than like AC, although it does borrowThis game does justice to Tolkien's world.  Without going into deep narrative, many items are found and characters are met throughout Mordor that tells the Silmarillion up to the events beginning The Lord of the Ring.  The characters aren't top-notch realistic, yet the graphics, animation look great, especially in 1080p.  The combat is more like Batman than like AC, although it does borrow AC's scaling walls as well as the rooftop strikes, but you level up your combat combos and skills like the Batman Arkham games.  But, this game goes beyond what Batman offers in the combat scheme as the addition of ""Wraith"" skills makes combat something incredible to see once you get all the nuances down.  The ""nemesis"" system is an awesome innovation that I would love to see more open world games utilize.  I found myself getting caught up more in cleaning out orc strongholds and bending a makeshift army to my will, then searching out the story line in this open world. Sadly, while there is an emotional charged story, with both Tailon and Celebrimbor as your duel protagonists, it never really comes across compelling enough to get caught up in.  Such as shame, because the voice acting and animations are very well done.  And the last sad thing about this game is the final end battles with Sauron's servants that were very anti-climatically done.  Think Tomb Raiders last game disappointing boss battle.  But even with those issues,  I found myself engrossed in the world of Mordor and quite a willing participant to rid Middle Earth of orcs in flourishing style.…"
7,"Lord of the Rings hasn't released a game in awhile so, We have ""Middle-Earth:Shadow Of Mordor"" to keep it all going. Shadow of Mordor has the same game engine as the Batman Arkham series so it will feel very familiar to some people. The game throws tons of enemas at you at once and gives you some fun and flashy moves to use in slaughtering your foes. The story is alright, It's nothingLord of the Rings hasn't released a game in awhile so, We have ""Middle-Earth:Shadow Of Mordor"" to keep it all going. Shadow of Mordor has the same game engine as the Batman Arkham series so it will feel very familiar to some people. The game throws tons of enemas at you at once and gives you some fun and flashy moves to use in slaughtering your foes. The story is alright, It's nothing amazing but keeps you interested.There was a very interesting system of Generals/Warchief you assassinate and progress through. On PS4 the game looks quite nice, big open spaces with tons of destruction and up close things don't lose there beauty. The addition of a Photo Mode in game is also nice,It give's people the ability to capture amazing kills.At launch the game had a few bugs but with a couple updates released it's smoothed out the game-play a lot. If you enjoyed the Batman games or the Lord of the Rings Universe you'll find this game quite enjoyable with it's fast paced and brutal combat.…"
8,"PROS:-The storyline is decent and entertaining-Fair amount of depth in the area of upgrading your character, not a massive amount but it still is challenging to upgrade your character fully-I enjoyed many aspects of the game's engine. I liked how characters would remember you, and certain specifics about the battle-The graphics looked decent-Good amount of game time. I've put 20PROS:-The storyline is decent and entertaining-Fair amount of depth in the area of upgrading your character, not a massive amount but it still is challenging to upgrade your character fully-I enjoyed many aspects of the game's engine. I liked how characters would remember you, and certain specifics about the battle-The graphics looked decent-Good amount of game time. I've put 20 hours in and am only 50% completeCONS-Warner Bros knocked off Assassin's Creed in many ways and mixed it with their Batman games-The combat system lacks depth and is repetitive. It is a button masher for sure. All you do is hit Square and occasionally triangle-Some of the special moves were clunky to use-The main character could be more entertaining and have some more depth to him-Only 3 weapons-Some enemies take too many hits, especially in the beginning.-The camera is not good. It moves too much and is can be in the wrong position-The climbing can sometimes be inaccurate and frustratingOverall, I would recommend this game.…"
9,"I really enjoyed this game, its everything I hoped it would be when first seeing it. The gameplay is reminiscent of Assassins Creed (free-roam, free-climbing) and Batman Arkham Asylum (combat), but it very much feels different. Even when you're completely leveled up its still possible to swamped by so many Orcs that even as a badass ranger you never truly feel safe in Mordor, this isI really enjoyed this game, its everything I hoped it would be when first seeing it. The gameplay is reminiscent of Assassins Creed (free-roam, free-climbing) and Batman Arkham Asylum (combat), but it very much feels different. Even when you're completely leveled up its still possible to swamped by so many Orcs that even as a badass ranger you never truly feel safe in Mordor, this is especially true at the beginning of the game. The story was also really good as well, although at times it felt a bit thrown together (you can approach certain missions in whatever order you want, so branching side-stories can feel lost in the overall narrative). My only major gripe is that after the campaign is finished the side missions (archer, sword, dagger and outcast missions) dont have enough variety to sustain 5-10hrs of grinding. It would have been good if cut-scene side-missions were available or the side-missions already in place had more variety and better objectives.…"
6,"Something's missing. This game is all about combat and it's very repetitive. It's not bad but I got tired really quick (didn't finish). Also, reading other reviews made me think graphics were incredible. They are not."
9,"When you spend 70 bucks on a game, the least you should expect is a master piece like this. SoM has an awesome setting, the best integration between movie scenes and in game content I have ever seen and a vast beautiful open world to explore finding some random stuff to do the same way you could find it in Red Dead Redemption but with a strong influence from Batman Arkham series andWhen you spend 70 bucks on a game, the least you should expect is a master piece like this. SoM has an awesome setting, the best integration between movie scenes and in game content I have ever seen and a vast beautiful open world to explore finding some random stuff to do the same way you could find it in Red Dead Redemption but with a strong influence from Batman Arkham series and Assassin's Creed series. I don't like Lord of the Rings lore... I even hated it, but if you like epic games and Orcs (specially killing them) you won't be able to stop playing this. Also there are lots of collectibles and additions to complete. One of the most interesting things is also the way Sauron's army has its own living hierarchy. For an instance, if you die at the hands of an Orc boss, he will be rewarded with a higher Rank and you will see this in a screen that shows the current army's status, but also other Orcs can kill between them or the recently upgraded ones, taking their ranks. These things make them more powerfull, and is fun to find one who killed you in past again, and get revenge when he is suposed to be more powerfull and brags about thart fact. Also, there are many different ways to kill your enemies or create distractions... to mention one, you can just stay at distance and shot arows to free jailed beasts, and watch how they eat them all... or also runaway to avoid been eaten too! Brilliant!…"
10,"Taking into consideration some of the other major reviews, for example ""IGN"" and ""GameSpot"", I have to agree that the campaign, even though it is interesting to experience since it involves more of the lore of ""Middle Earth"", it is not the game's strongest factor/component. That does not necessarily mean that it disappoints, but that it leaves you wanting more. You get this feeling thatTaking into consideration some of the other major reviews, for example ""IGN"" and ""GameSpot"", I have to agree that the campaign, even though it is interesting to experience since it involves more of the lore of ""Middle Earth"", it is not the game's strongest factor/component. That does not necessarily mean that it disappoints, but that it leaves you wanting more. You get this feeling that the main story messes up what you already know from either the books or the movies (most common). My personal ""Story"" score would be a 7 or 8 out of 10. Of course, this game received good critic from major reviewers for a reason, and that reason is everything else excluding the ""Main Story"" of the game. This includes the fantastic gameplay with your epic sword, your ghostly bow, and finally your brutal stealthy dagger. Even more fun are the abilities that you have from being a ""Wraith"" where you are tremendously fast and blow you opponents heads off continuously. It is extremely fluid and responsive in every situation. There is nothing else to say about the gameplay since it is difficult to understand just from a review how impeccable it really is. This game was created, in my opinion, to introduce the ""Nemesis System"". Even though it is really easy to understand what it is doing while playing the game, I will just say this: Every kill you make, counts. Every kill your opponents make, especially counts! You could be fighting some random ""Uruk"" while exploring Mordor, and something happens and leads to your death. The random (could had avoided death) Uruk that killed you will now become a ""Captain"" and all the other ""Captains"" will increase there level. The thing is that if you are not careful while playing, and are constantly dying, the ""Captains"" can become a huge issue, getting into a point where they are totally harder than a ""War-chief"" (Commander of Captains). You might not understand what this means (not until you get the game), but basically keep in mind that you receive rewards to upgrade Talion , but think of his deaths as a ""Double-Punishment Treat"". You can always be able to kill even the hardest opponent, but don't expect it to be as easy as you might think since at that point, they will be invulnerable to simply everything.To conclude my simple review for ""Middle Earth: Shadow of Mordor"", I say that it always falls down to you (reader of my review) whether or not to buy the game, maybe you're not into games like this, or maybe this game has made things difficult for in terms of how the game it-self is made up. I will have to admit though that when I bought the game I was not entirely sure I made the right choice for giving away $60, but after while, I realized that the game is unique in it's own, specific way and has come out to bring a different sense/feeling of gameplay compared to anything else out there in the market. It has come out to intrigue ""Gamers"", who are looking for something different in terms of game development.…"
9,"I didn't know much about Shadow of Mordor going into it, but when you get started, this game simply feels incredible, running around Mordor in itself on next gen machines looks fantastic. The combat system is reminiscent of the Arkham combat systems, but this time you can brutally murder things, making it a step up in my opinion. The biggest knock on this game is it can get a bitI didn't know much about Shadow of Mordor going into it, but when you get started, this game simply feels incredible, running around Mordor in itself on next gen machines looks fantastic. The combat system is reminiscent of the Arkham combat systems, but this time you can brutally murder things, making it a step up in my opinion. The biggest knock on this game is it can get a bit repetitive sometimes. If you are a Lord of the rings fan, or a fan of the Arkham series, like myself, you will probably love this game. It's smooth and beautiful and a great step up on the next gen consoles. The nemesis system is incredible, within 2 hours I had been killed 6 times by one foolish uruk who made his way up the ranks, eventually I got revenge, only for him to come back with a face wound and for our battle to continue. It creates small stories and power struggles within the game and I absolutely love it. Overall Shadow of Mordor is an incredibly fun experience, though it is not without flaw and so much more could be done with it, I would highly recommend it. I look forward to more games following in the footsteps of this one…"
8,"this games is tons of fun however the biggest flaws are the QTE final boss battles also the missions themselves are just tutorials which is ok but i wish there was more to them also the story was not very interesting.now lets go to the goods first the combat is top notch you really feel like a complete badass also the killcam  that happens when you charge your attacks are pretty epicthis games is tons of fun however the biggest flaws are the QTE final boss battles also the missions themselves are just tutorials which is ok but i wish there was more to them also the story was not very interesting.now lets go to the goods first the combat is top notch you really feel like a complete badass also the killcam  that happens when you charge your attacks are pretty epic kinda reminds me of the movie ""300""Nemesis System either works great or not at all what I mean is that my first play through I kept dying and the Orc that killed me leveled up to damn high and was untouchable but my  second play through was very different all the Orc were to weak and never leveled up past 10…"
8,"Shadow of Mordor is an appealing title with nice graphics and of course the beloved universe of Lord of The Rings would it live up to those expectations, well I believe it does.First as I said the game looks good with a lot of details it also runs perfectly fine without any frame-drops even when there is a lot of characters on the screen and without any bug.The story may be theShadow of Mordor is an appealing title with nice graphics and of course the beloved universe of Lord of The Rings would it live up to those expectations, well I believe it does.First as I said the game looks good with a lot of details it also runs perfectly fine without any frame-drops even when there is a lot of characters on the screen and without any bug.The story may be the weak point of the game with undeveloped characters and missions that, for the most part, have too simple level-design it will not remain in your gamer memories. The universe could be more developed too with a bigger map with more locations and also more diversity in the enemies and allies, but it's still a pleasant world to play in.The side activities are a little repetitive too, but the Army system is a true marvel and will provide infinite content, it took me 30 hours to finish the game with approximately 10 of them spend only to slaying captains (in other words expect 20 hours to finish the game at 100 percent).But the game shines thanks to its gameplay, clearly inspired by Assassin's Creed and Batman Arkham series it also adds its own touch with the Wraith that gives you unique abilities like mounting wild beasts, controlling enemies or the nemesis system. I enjoyed every bit of the game.With Shadow of Mordor it seems Warner finally found the right formula to make great Lord of The Rings games, they still have to build on it, particularly increase the diversity in the game and not the same generics characters and story.…"
5,"I wonder if all the positive reviews played the same game I did. I don't deny it has its fun moments, and it has wonderful graphics and sound, but there are so many negatives that I only play the game now in short bursts.-Bow is underpowered, designed mostly to shoot down the middle-earth equivalent of exploding barrels.-Talion's default walk is very slow, so you're constantlyI wonder if all the positive reviews played the same game I did. I don't deny it has its fun moments, and it has wonderful graphics and sound, but there are so many negatives that I only play the game now in short bursts.-Bow is underpowered, designed mostly to shoot down the middle-earth equivalent of exploding barrels.-Talion's default walk is very slow, so you're constantly holding X down to dash. If in stealth, r2 and X.-Pointless grinding for upgrades that aren't all that useful.-bad combat. hit o to stun, x x x x, hit triangle to counter. If there are more than two bosses, run away.-TOO MANY ENEMIES. 20-30 normal orcs, and up to 5 bosses weren't all that uncommon. You can sometimes use stealth to thin the odds, but that's only for some missions; in the open world, it felt like most of the time you'd race to kill the boss before more linked.There were more issues, but the game felt grindy and unfun. The cool little Gollum missions and moments like riding a catagor seemed few and far between, as opposed to walking from point a to point B trying to kill an endless supply of respawning orcs who taunt you if they kill you. And those boss orcs are either randomly easy (die to a single headshot, can be stealth killed) or resist everything (can't be stunned, can't be flipped over, invulnerable to ranged attacks...) It's a gorgeous game, but not one I can play in long spurts without getting annoyed at.…"
7,"Nemesis system is great, the graphics are nice, they do not bother at all, tasks, war is fun, but the scenario is boring. The game does not have a decent boss battle. Especially the last boss is a complete disgrace."
9,"Best Lord of the Rings themed in recent times.Yes it have AC elements, but it's not a rip off, they have improved the formula. And the AC fan boys dont understand that."
10,"This game fell off my radar for a while; but now that I've picked it up I have been pleasantly surprised. Truly enjoyable from the beginning and a nice addition to the Middle Earth Universe. I ask everyone to give it a shot."
8,"Story: While not canon, this story explores a grey area in the mythology and proposes an interesting turn of events that are not to be expected by LOTR fans, but still appreciated. I love the LOTR lore, and this did nothing but interest me. I was not yelling at how it may contradict the lore, I was interested at how this provides a different take. I will leave it at that to avoid spoilers.Story: While not canon, this story explores a grey area in the mythology and proposes an interesting turn of events that are not to be expected by LOTR fans, but still appreciated. I love the LOTR lore, and this did nothing but interest me. I was not yelling at how it may contradict the lore, I was interested at how this provides a different take. I will leave it at that to avoid spoilers. The story is not in your face, but carefully in the background, allowing you to explore your two main characters while progressing further. The true fun is in the nemesis system.Gameplay: This game plays just like the Batman Arkham games, with a smooth free-flow combat system based around achieving combos and using various abilities. However, the nemesis system adds a whole new dimension to this game. Each uruk is unique--even the lowly grunts. Each one has the potential to rise and fall (die) in the ranks, develop new traits (weaknesses, strengths, etc.) based on their experiences, and also be your tool of manipulation. The real fun is choosing uruks that you enjoy and dominating them--this allows you to begin building your own line of uruks, having them train and gain power, get close to your target, or strike at other uruk leaders. If you like the combat of the Batman Arkham games, you will enjoy this combat, which includes the excellent gore and crude violence missing from Batman, as well as some great differences to make it its own.Graphics: While I felt like the main character (Talion) had a weird appearance to his face, you are usually over his shoulder so it is not often in view. Everything else looks fantastic. Not quite up to the current-gen standard, but clearly at the cross-gen peak.This game is a whole lot of fun. While the story may be short, the nemesis system offers endless hours of coming back and manipulating the ranks of your enemies.P.S. Some of these orcs will freak your out! One just kept breathing heavily in my face and it was creepy as hell!…"
8,"+gameplay is fun and polished+plenty of content / collectibles+Nemesis system bring something new and fun+adorable orcs that can be killed in numerous ways-weak story and ending, absence of your favorite LotR monsters-repetitive missions that can get old fairly quickly-substantial content taken out of game for DLCs, wait for the GotY edition, of course-lack of varied+gameplay is fun and polished+plenty of content / collectibles+Nemesis system bring something new and fun+adorable orcs that can be killed in numerous ways-weak story and ending, absence of your favorite LotR monsters-repetitive missions that can get old fairly quickly-substantial content taken out of game for DLCs, wait for the GotY edition, of course-lack of varied environments, it's just mostly forests, some rocks, castles and strongholds…"
10,"By far my favourite PS4 game I have played since launch. A real jewel in the rough and a must play game for any fan of the sandbox/open world genre. Even if you aren't a fan of the LotR franchise this is a must own, form combat to graphics and scenery this game is just amazing. They've taken so many element of other games, Batman and Assassins Creed and perfected it and not to mention theBy far my favourite PS4 game I have played since launch. A real jewel in the rough and a must play game for any fan of the sandbox/open world genre. Even if you aren't a fan of the LotR franchise this is a must own, form combat to graphics and scenery this game is just amazing. They've taken so many element of other games, Batman and Assassins Creed and perfected it and not to mention the nemesis system which works so well and really adds some depth to the game. So far my no 1 for game of the year and there are only a handful of other titles I'd say can compete this year.…"
8,"The game looks great. The controls are crisp. The fighting and stealth kills are satisfying. The storyline isn't very deep, but I feel that everything else made up for it.The fighting system is very reminiscent of Assassin's Creed, but that's not a bad thing. It works very well in this setting, where you frequently find yourself surrounded by enemies. Manipulating the power structureThe game looks great. The controls are crisp. The fighting and stealth kills are satisfying. The storyline isn't very deep, but I feel that everything else made up for it.The fighting system is very reminiscent of Assassin's Creed, but that's not a bad thing. It works very well in this setting, where you frequently find yourself surrounded by enemies. Manipulating the power structure of the Uruks via killing or branding captains and warchiefs adds a lot of depth to the game.So others can weigh my opinion against my experience with the game: I beat the game and got all but three trophies.…"
8,"I only played about 10 hours and quit. Very repetitive and frustrating. The wall mechanic is game breaking. If you are running and come close to a wall you stop and stick to the wall like you are in stealth mode. I am not a fan of the ""kill 5 Uruks with headshots"" tasks as it feels like a test and not a game. It is essentially a giant fetch quest as the map tells you where everything is.I only played about 10 hours and quit. Very repetitive and frustrating. The wall mechanic is game breaking. If you are running and come close to a wall you stop and stick to the wall like you are in stealth mode. I am not a fan of the ""kill 5 Uruks with headshots"" tasks as it feels like a test and not a game. It is essentially a giant fetch quest as the map tells you where everything is.However, if you are a fan of the Assassin's Creed or Batman series you might enjoy this game. The game is very well done but just not my style. And the nemesis system is pretty innovative and fun.…"
9,"So entertaining I played every spare minute until I completed the game.  I can't say that about very many games.  Excellent combat and an interesting story that stays within the lore but doesn't feel mired in it."
8,"Very good game. I love the combat system as the battle can get intense and it is lot of fun. I just which there was more things to explore in the world. A little bit more from Skyrim kind of thing, something else than just collection writing for the wall and the memory thing . Sometimes it gets too repetitive."
9,"Truly a lot of fun..  The nemesis-system is so fresh to me, a new mechanic..I still don't really enjoy losing but its bearable now. Story is awful, which is the reason it didn't get a 10 but man , am I glad they finally made a LOTR game thats good and not consist of Lego.Any reviewer rating this beyond 7/8 is a joke and has some emotional reason to not give it an honest rating. Get this."
8,"One of the best gameplays and mechanics I have experienced in a game. Its a Middle-Earth game that every fan deserved. it gives you emotion, excitement combating with tons and tons of Uruks."
8,"This game is awesome. That's as simple as it can be put. The Nemesis system is phenomenal and provides a very welcome challenge and innovation to an industry that's been severely lacking in both. It's a beautiful game with a compelling story and is a crap load of fun to play.This game would have been a nine except I can't forgive the final boss battle. For a game that goes out of it'sThis game is awesome. That's as simple as it can be put. The Nemesis system is phenomenal and provides a very welcome challenge and innovation to an industry that's been severely lacking in both. It's a beautiful game with a compelling story and is a crap load of fun to play.This game would have been a nine except I can't forgive the final boss battle. For a game that goes out of it's way to be challenging in a whole new unique way, is was a HUGE let down and disappointment that the final boss was a quick time event. And not even a good one at that. I spent a lot of time and energy in building my character up to have all these skills and abilities, and for what? Just to continue playing against war cheifs and captains? That is fun and all but the final point is so that my character would be strong enough to face the final boss. I mean that's the point right? This was a stupid and lackluster mistake on their end. Also, the season pass feels like a huge waste of money, don't bother.Other than that and a few glitches that were annoying but not game breaking, AWESOME AWESOME GAME AND A MUST PLAY.…"
9,"This game is a breath of fresh air for the PS4. With the multitude of ridiculous ""HD remakes"" plaguing this system (i.e. GTA4, TLOU) along with the lack of new titles, this game has put a step in the right direction for current-gen gaming. While it is obviously taking inspiration from Assassin's Creed and the Arkham series of Batman, it is a FUN game. While some people think it's a rip offThis game is a breath of fresh air for the PS4. With the multitude of ridiculous ""HD remakes"" plaguing this system (i.e. GTA4, TLOU) along with the lack of new titles, this game has put a step in the right direction for current-gen gaming. While it is obviously taking inspiration from Assassin's Creed and the Arkham series of Batman, it is a FUN game. While some people think it's a rip off or boring, I would say that it takes inspiration from other games and makes it their own. The nemesis system is incredible while being super frustrating and rewarding. I remember going back to specific warchiefs and captains AFTER I've beaten the game to test myself.Having said all this, the story is interesting and works well within the LoTR universe. The graphics are fantastic and I only imagine they look even better on PC (sorry, PS4 fans...it's true). The combat speaks for itself with it being very fluid while sometimes button-mashy, but fun in its own right. There's a lot of ways to make your character OP, but if one were to completely dismiss the strategy of runes, stealth, attacking enemies' weaknesses, you're going to be in for a frustrating time. That's the one thing I do enjoy about this game. With Batman or Assassin's Creed, if you were powerful enough, you could just go all ""guns-blazing"" and make it out alive. With ""Shadow of Mordor"", you have to use some strategy and some wits, otherwise, you'll be dead before you know it. For that reason, this game gets a 9.I'm looking forward to more games within this series. A great new series from Monolith.…"
