"publisher","score","review"
"Hyper Magazine","80","Great both standalone and as a gateway to a larger series. Let's hope it all pans out. [July 2012, p.76]"
"PC PowerPlay","80","A slow-burn character study, some quick thinking and a constant air of menace make for a gripping start to a new adventure. [July 2012, p.68]"
"CD-Action","80","A New Day is more of an 'interactive story' than a true game, but fortunately it's more interactive than Telltale's previous achievements (Jurassic Park and Law & Order) and the story itself is great – emotional and engaging. [June 2012, p.60]"
"Multiplayer.it","80","If you love the The Walking Dead comic book or a well written story with a lot of drama and emotional insight, this game is for you. If you're looking for action, puzzles or challenge, run away from any Telltale Games adventure."
"SpazioGames","80","The Walking Dead is a fan service carried out perfectly. If you're a fan of zombies created by Kirkman this is a must buy."
"DarkZero","80","A gripping story, a dark, gritty comic book look, good voice over work and Telltale's understanding of the atmosphere and tone of The Walking Dead makes this a great package, and I'm excited to see what's in store for coming episodes."
"Destructoid","80","Despite introducing so many characters in a short space of time, Telltale has managed to plant the seeds of emotional connection; which I can only hope leads to more intense drama and difficult decisions. Its limited opportunities for interaction is probably its biggest failing beyond the bugs, but there's a lot of potential here."
"Thunderbolt","80","Its dialogue is superb and really gives credence to the choices you make, and we can only hope Telltale makes good on its promise to have these decisions mean something, and to impact the world and the way other characters view you."
"GameSpot","80","Bloody, brutal, and hard to put down."
"GameSpy","80","The game perfectly captures the most important part of the books: the tone and atmosphere. Fans of the comics will appreciate the familiar faces and places that do pop up, but even those of you that have completely avoided the stellar comics and so-so AMC TV series will be engrossed."
"Joystiq","80","A great adaptation of Robert Kirkman's comic, one that isn't a chore to play and is genuinely absorbing across its two-hour entirety, even with its hiccups. Also, if you're looking for the most depressing dad sim on the planet, The Walking Dead: Episode 1 is for you."
"GamesBeat","78","I can forgive The Walking Dead: A New Day's weak puzzles and occasional technical issues because of all the other things it gets right. By focusing on moral choice and character relationships, Telltale has managed to remain faithful to the source material while simultaneously crafting a zombie game that feels fresh compared to its more action-oriented brethren."
"Cheat Code Central","76","As a fan of the comics, the game absolutely nails the tone and setting. Important characters like Hershel and Glen make an appearance, and they act just as you would expect them to. The voice acting is great, and the models are very expressive."
"Impulsegamer","73","As long as you know you're going into an interactive story experience, you won't be let down."
"Absolute Games","72","Rich atmosphere compensates for poor gameplay mechanics of The Walking Dead."
"LEVEL (Czech Republic)","70","Telltale Games reborn? Hopefully they have finally realized what their main strength is and discovered that the QTE sequences alone don't make a good game. [June 2012]"
"PC Master (Greece)","70","It could have been enriched with puzzles and endowed with a different interface, thus prolonging the experience and branding it a full-blooded adventure game. [June 2012]"
"Gamereactor Denmark","70","This is a must buy for any fan of the series, as the game captures its pace and tension perfectly. For everyone else, this is a good if a bit short experience that's definitely worth a look."
"Eurogamer Italy","70","As it is now, The Walking Dead is a good choice only for adventure maniacs with a hook for the zombies. Everyone else is advised to wait for the release of at least a pair of additional chapters and wait for our final review."
"Metro GameCentral","70","It's a lot more wordy than you might expect from a survival horror, and there's fewer puzzles than a true graphic adventure, but this is the best zombie game for years."
